User	nDCG	Recall	APLT
022b1b83a690f8e72f7246e3b3f980a2	0.0	0.0	0.0
022e926d019eb41669bd7306b3934516	0.0	0.0	0.0
02305c6923e6a5bfa967af7c66544e69	0.0	0.0	0.0
0230d835e5b65d5d6f28066c7a2f3a46	0.0	0.0	0.0
023320eb34f58f5ce0d1bb7ff5e14d48	0.0	0.0	0.0
0235011dcffa7acd15029e9d6c9c491e	0.0	0.0	0.2
024b2c16ae1af5433c238d7b331bf59c	0.0	0.0	0.1
024b7f01a4d026e10e72f294d672a7b0	0.0	0.0	0.1
024bab6b518b5593131eebe65c6511e5	0.09478836436955078	0.05263157894736842	0.0
024ed00a53e577d78fd8daef52d941b0	0.26144322424505007	0.08571428571428572	0.0
024ef7b338a69cca204b4da3e5c59d57	0.0	0.0	0.0
025b9af4569e945fca4647dd7c9967b2	0.0	0.0	0.1
025bc94fda0c02b1d23e92ff7943477f	0.20323893375270077	0.13043478260869565	0.0
025dabde48f60084f1a706cfcdd59872	0.22009176629808017	0.09090909090909091	0.0
025dd54f7581ba79329a6c39c1f4fcb9	0.11004588314904008	0.0625	0.0
025e1bab11bbb70d9e900e7ca4519634	0.2895229882348574	0.07142857142857142	0.0
025f6535878e5bb486ac3869e3c6e35a	0.0	0.0	0.0
026410fe3f3f343a88ec39cd1ab881ac	0.06625422345438903	0.07692307692307693	0.0
02651037306c57971dea2f24ec9be70f	0.15139734109600997	0.028985507246376812	0.0
02675fc196354004ee8df9b17f9ef8bc	0.12987501165334073	0.1	0.0
026ee29e88fc843e80fe66c8fd1827af	0.21145027911440428	0.08108108108108109	0.0
027547cbd92fafd620864d0ea28cb136	0.0	0.0	0.2
02777f3882c7243d6e69f97b8e3f0759	0.0	0.0	0.0
027ebcfe1f609214a15d3f1273c2a44f	0.0	0.0	0.0
02833ba58714ca12b511ac6942e5da6d	0.45390362024822023	0.3333333333333333	0.1
0284125658521002d4417bac7b4e35eb	0.0	0.0	0.1
028465a9bd7a17764e8ac87168f223bf	0.07839826897867534	0.043478260869565216	0.0
0289c1389efc3451cf0c4138c483b653	0.0	0.0	0.2
028a660265d7a528ca71dec906a197a1	0.0	0.0	0.0
028a72cc55a95b2b67fc0d5aee17954c	0.0	0.0	0.0
028b3bda65353030365ba2b9c1da33d6	0.0	0.0	0.0
028dbd9a960075b9ac7ba2f6cc1d8a77	0.13305201013572895	0.034482758620689655	0.0
0295022405ac437e5d1fd63ac62255d0	0.29345568839744024	0.0392156862745098	0.0
0295c82f29e4e5c42c6b927336cde14f	0.23365080824310527	0.04878048780487805	0.0
029a52ae44e342afe90515210de61636	0.11004588314904008	0.041666666666666664	0.0
029ac34f4288efbee2c19d7aa8dfff48	0.0	0.0	0.0
02a4928ec0658931b1c54e4dead28c39	0.0	0.0	0.0
02a765c7f623e37bb80f0fb230ef773d	0.06943122193677725	0.008064516129032258	0.0
02a81a72b4d4ede89b5e3608c1eaea26	0.0	0.0	0.0
02a8b7d6371523024a1c4e7b348c1129	0.0	0.0	0.0
02ad0913cb5ae3f859299aacf4b54889	0.0	0.0	0.0
02af8c12b0a91b1050dde18feb3e81a3	0.0	0.0	0.0
02b6c0dac439b8c8239e4d4bde32cad2	0.07839826897867534	0.01	0.0
02bc78f8e51438dffc7d05228a20ef4f	0.0	0.0	0.1
02bcaceefff7624b6f7402ead2745855	0.0	0.0	0.0
02be3a1e318b614544b61e28b8886db7	0.1388624438735545	0.024390243902439025	0.0
02c227ed0402d9236f274877afa75592	0.0	0.0	0.0
02c41646a00d0511b05e21230327a6c7	0.0	0.0	0.2
02c446379307c995cee43bf1c4128240	0.0	0.0	0.1
02c578390f5519a8c84191c03ff4208d	0.0	0.0	0.0
02c69a6f49e9c03c0143b31b1b5bb390	0.1635413866202963	0.18181818181818182	0.0
02d3cf4e49cfdf5961719407ed971583	0.0	0.0	0.0
02d5c0e64b118ea6baa44a04ffe27bc4	0.22009176629808017	0.038461538461538464	0.0
02db340ba5ea3609b61e44c6f506400c	0.0	0.0	0.3
02de812bf611360abaad39849a359c70	0.0636207881989517	0.06666666666666667	0.0
02e16eded9991c110147942ffbfe86db	0.0	0.0	0.0
02e1e1d374f7bfb680f37567fd2ed1a2	0.0	0.0	0.0
02e590a8e519dd9a0551bdfe0d7c2b83	0.3557772116892465	0.06	0.0
02e7213954cfeee61be96f8e8c72d13a	0.0	0.0	0.0
02e934c5d84f14b6ec06ced181697609	0.0	0.0	0.1
02f0892ff2c7640ea91dcb916ac40a9f	0.0	0.0	0.3
02f6c91ef77b301085298cb15c38f1ce	0.20829366581033176	0.017543859649122806	0.0
02f741c3250122109f21f03c63999a46	0.1388624438735545	0.022727272727272728	0.0
02f9344ebaafbaadddb7ee1c9ab48b59	0.0	0.0	0.0
02f9d30cca011ac11bdd69ce36e0cbdf	0.08514311764162097	0.09090909090909091	0.0
02fa858a3e4427534d907f20b233b34b	0.0	0.0	0.0
0305f2fd855382a0c2f633cca6c628d8	0.1695801026368081	0.2	0.0
030a5a28fb97fa10de5ffb455bddd3d3	0.2960819109658652	0.3333333333333333	0.0
0313a12accd780d8528560a0837a84ec	0.0	0.0	0.1
0316c55eb991aee9d8c498c243046a70	0.07839826897867534	0.0196078431372549	0.0
031f88f8dcc15ebf6337be359387e963	0.0	0.0	0.0
03219694b07289f1ea2066d182928c2d	0.0	0.0	0.1
03304abe8e9e442a9fcc89dfdc57da5f	0.0	0.0	0.0
0337026c9f03bf5aa2ea143b6b67f780	0.0	0.0	0.0
033b03b4167495487d63d59195b1b580	0.22009176629808017	0.05263157894736842	0.0
033b89778e6761982839f73fe0211a99	0.0	0.0	0.1
033b8a95b19737cd8cd506dfae28dd7c	0.0	0.0	0.2
033cf640dfa6f85eb146c39787289628	0.24936270394794896	0.07317073170731707	0.0
0342237263f602371af43c7b51d04e59	0.22009176629808017	0.043478260869565216	0.0
0355718bf229620091eacd5b03b58372	0.0	0.0	0.0
03562768af04497c4401575343bb0faa	0.24738635904833414	0.3333333333333333	0.0
035b2a5eadbabe356e44a7aff09868c8	0.0	0.0	0.1
035b2fc8108f34df7c565225688c4468	0.0	0.0	0.0
035edb81606e87f2bf4da6eb85fdbddf	0.0	0.0	0.0
035fc00d230a709039cd941173bc22c5	0.0	0.0	0.1
0363f400e066eba65439207fb0c2942f	0.0	0.0	0.0
0368b91b3f6bee945b05af7625f67156	0.0	0.0	0.0
036c2bf0bc7678eefc3ab6bb3fa0a247	0.0	0.0	0.0
037039f223e4a37c9e7242461fe07500	0.0	0.0	0.0
03721fc7a597014a9d07ab368a224a34	0.06794340091829074	0.1111111111111111	0.1
0374fbfa9ac3d766410a6b895e7f5af2	0.0	0.0	0.3
0375848adad49daf90354ceca0a0b33e	0.0	0.0	0.0
03779346150e8443bd62852f3ebb1f27	0.3785009188665827	0.3	0.0
0379cfdfaed7d5fee0930b57f9e2eca2	0.10633668103022982	0.14285714285714285	0.3
037aa506d81cbfe8acc46dc7ec619d27	0.0	0.0	0.0
037b685ef70aa48d12902df3bfae6a44	0.0	0.0	0.0
037d5bacba5e038b283b1ba62386bb81	0.16421958630632805	0.1	0.0
037e7cd688855b0bd19fd6da6db04d81	0.08514311764162097	0.03333333333333333	0.0
03820db43c04959f4400ca5ed17ff6e4	0.0	0.0	0.0
03828c7bf12b37b3b7599ed3755c1db6	0.0	0.0	0.0
0382d1ae7bd5f5176e3471516c7331ff	0.0	0.0	0.0
03834080338ad116dc0ca8d7d6bcf149	0.0	0.0	0.0
038588a5efeb3c60987244e7c431e9c7	0.1388624438735545	0.1	0.0
038ddd95844c04379b11e5acd5deb7a9	0.141266972859829	0.3333333333333333	0.0
03920c5cb65a9a88e5fb6193cebf8c0c	0.0	0.0	0.1
03922f749d25ca2d5c0a9751b4ac59df	0.0	0.0	0.1
0392eaea88b08f7a342e9d341fc00ac1	0.2984900352767555	0.13333333333333333	0.0
03930828debe1891d72c89a600304fcb	0.0	0.0	0.0
03948974eac7d1598f96b4345e895733	0.0	0.0	0.0
0398ca4d45cba3355c3e2c7522e9727d	0.1736666713479918	0.13333333333333333	0.0
0399753f886d83e3c95108066a1a18ef	0.3980628465882808	0.3333333333333333	0.0
039a364ef2ba9bd8edd9ac10e612a34e	0.07336392209936006	0.02040816326530612	0.0
03a1e688e6642781846031e11408e877	0.07839826897867534	0.029411764705882353	0.0
03aa929929dd591edc22790be90cfcf6	0.0	0.0	0.1
03b3c5fda2bc037a24af10ba693b7906	0.0	0.0	0.0
03b9b7c54a6b501b70bb5b75c855e0b5	0.0978515946351604	0.125	0.0
03bfa600067ef90b43a4cd2682f01900	0.0	0.0	0.1
03bfd9b23896a0acb9b4f4053a339ac3	0.29345568839744024	0.15384615384615385	0.0
03c0a77e770223a4ceb5f0642a7eb153	0.0	0.0	0.0
03c4841b4f0b711f5100ca52bedd7fb6	0.09478836436955078	0.037037037037037035	0.0
03c4f53358b479ba681241ce7f634d97	0.0	0.0	0.2
03c81155592bade43dad1bc29ac0320d	0.0909280306189788	0.1111111111111111	0.0
03c8999bf3bebba809ce3f4512d898f3	0.07839826897867534	0.041666666666666664	0.0
03c981e5d029733addeb9b88e180db46	0.0	0.0	0.2
03cbf19978db75431344ff8f32a7e3ad	0.0	0.0	0.1
03d442c044f38a4393b61deebd1a8f9d	0.06625422345438903	0.07142857142857142	0.0
03d5aa70742d45462deddc60d72136b7	0.08514311764162097	0.01694915254237288	0.0
03d67c85c2653b0e922cd8db1b8071ed	0.15130120674940675	0.16666666666666666	0.0
03da1db582de46c2f8f56d597dae1a7b	0.0	0.0	0.0
03eaa6cc3ecddce56c724b16d563a4a6	0.0	0.0	0.2
03ee3491e69b0c9f1171edcdd3d74446	0.0	0.0	0.0
03f583ccf2b02c1879a900041f873618	0.11706259313796351	0.16666666666666666	0.1
03f6a7f93589221a5e201db454b67ca0	0.0	0.0	0.0
040c2991be7090b852a701674e0dbdd4	0.23365080824310527	0.2	0.0
040e02a29148d0fcda6a52647dfd2c03	0.09478836436955078	0.09090909090909091	0.0
040f5c496c3d5689778851d20d87b85c	0.393758437646072	0.03409090909090909	0.0
04118dee295b64ec2e8f50e641c1c230	0.0	0.0	0.0
0412ff2f9ef6dcf3d988a030266c0db4	0.0	0.0	0.0
0415b4b79e1c03a709e934cd37251b31	0.0	0.0	0.0
041ae1de5321ede23f28a0ba7d368ce3	0.0	0.0	0.0
041ba5dcd2a9bc48d038bcbada2a0ba3	0.0	0.0	0.0
041e0db1784cf2c37d7c015db9fb31d1	0.23463936301137828	0.3333333333333333	0.3
04296c820a074a574d3273a40f19e0f4	0.0	0.0	0.0
042c090991cec54fd673c55e18282621	0.0	0.0	0.0
042dfa99dd0ca68c865d6a6d68892330	0.2765732350040718	0.4	0.0
042ec3a109146c8e288a9ef0b1b89659	0.0	0.0	0.0
04303dd2668c9b9994a2cee403cda133	0.0	0.0	0.0
0430d219a7a58a830352948750ff1276	0.0	0.0	0.0
0436b0f1d4ffcd8a39ba974be47a84cc	0.0	0.0	0.0
043aaead0327c3c463d1ef47a8cea011	0.0636207881989517	0.04	0.0
0441384f8318cd4f7cc058e2be149b50	0.0	0.0	0.0
0441deec21214ebc60c13f41ac8ab06c	0.0	0.0	0.0
04449a397a40fb90859c1428523e1d6f	0.08514311764162097	0.0625	0.0
0446f7b462ba18d5a03343c2d844538d	0.1388624438735545	0.03571428571428571	0.0
044746c3bf71c2585571d518d1444ed0	0.0	0.0	0.0
04496ff9a56f329523b595ddc0d374de	0.0	0.0	0.0
044a42cda7f6111263183999dd69860e	0.0	0.0	0.0
044bf44c742cdaedd413c96f807779f2	0.0	0.0	0.1
044c8520bfa650044790c6ae53520e33	0.0	0.0	0.0
044e2ba1993066dddafdec9caac8045b	0.0	0.0	0.1
044f3745d0d7cd12059b567309a98bc1	0.0	0.0	0.2
0452775e5c9dc326d5f0f3526c9fe473	0.22009176629808017	0.04	0.0
04537514f8c184c9ecf6ada23669aa77	0.09478836436955078	0.047619047619047616	0.0
045407af71cbbefa6fe8eb3f284c04d5	0.0	0.0	0.0
0455148d78138a7bc411e9ac52c5a94b	0.39038004999210174	0.25	0.0
045fe35854be01e885d95f96813eaa88	0.0	0.0	0.2
04604be16685fa452da6b61472fdc9a6	0.0	0.0	0.0
0463195008e097e167d15e3e7b98a9f1	0.06625422345438903	0.027777777777777776	0.0
04657aee7cd4e53f207e1bcb135d3b24	0.09478836436955078	0.012345679012345678	0.0
04691c22c28efcda714de827f54bb441	0.0	0.0	0.0
046a8c89f17fa31669927816385ef84b	0.06943122193677725	0.09090909090909091	0.0
046b8e95ada970946b1946e00237eb52	0.21222636597291455	0.02127659574468085	0.0
046c737f37226cbcbe684739364459f8	0.22009176629808017	0.05555555555555555	0.0
046f761c04a73d4eb65f0f8684bdaa8b	0.1388624438735545	0.07142857142857142	0.1
04711383fe8b4581c19f3b3088bc0817	0.08514311764162097	0.047619047619047616	0.0
0471872d7d245e17e11203d61b22c765	0.0	0.0	0.1
0472261b7384c1e15a7606a47e5f7aca	0.0	0.0	0.0
0483120feaa650057b0384b4ecd60806	0.13743816645714546	0.14285714285714285	0.0
0483dea5b96c4ac0f3fdd4e6eb58f797	0.17947710508581732	0.10526315789473684	0.0
04895f9c259d0d2704def2d516359ca9	0.0	0.0	0.0
048edb612d90f7e7030dcc08e91c9f94	0.28634598975246917	0.1111111111111111	0.0
0499f89fbcfd73f2b93d114e23bd87c2	0.0	0.0	0.0
04a4aff56771344f114e196ba65a960e	0.0	0.0	0.0
04a7e2cbfa62bbdc29ee9dfe04f396e3	0.0	0.0	0.1
04af293c5b10c62b22a9a627dbafbc02	0.0	0.0	0.1
04af458a95409fda938a6c1a4c4f1296	0.06943122193677725	0.011111111111111112	0.0
04b7d8bb5fd1451e976675fd9db7d841	0.0	0.0	0.0
04ba93486bdf1650816fedb4c9455da9	0.1595890771248963	0.125	0.0
04badf736f30b49ece54db59eb091cac	0.0	0.0	0.0
04bbadd525a062622b18b7d42edd8619	0.24618570546556076	0.057692307692307696	0.0
04bc111883ee00ee0c03b52224407e30	0.0	0.0	0.2
04bca289777e12b3ef10e336ce3d034e	0.3391602052736162	0.2	0.1
04bce5bc917fdd26dd97778017a10039	0.0	0.0	0.1
04bdb2340a3975156f245fdef5636100	0.0	0.0	0.0
04bdb74c33d3fa1bd9e180ce29e975ab	0.0	0.0	0.0
04bf47ef09f134dfa337cdd0969f3494	0.0	0.0	0.0
04bfbd5ca408b31b04882549c8b342cd	0.2748763329142909	0.14285714285714285	0.0
04c132a470a2cbf0e9c485dc44612d02	0.0	0.0	0.1
04c2a0c0624132357eb76d7660cd0e30	0.0	0.0	0.0
04c657bba542637d3c6ed240bc29de29	0.0	0.0	0.0
04c9e0602d1488f9b32da284aaf42c3b	0.1388624438735545	0.027777777777777776	0.0
04d17b51338748fca478e90ae899e137	0.0	0.0	0.0
04d333c960b4869fdc0eecdfb636be73	0.0	0.0	0.0
04d37c3a2bbf2d956247a6f87c4c41ad	0.0	0.0	0.1
04d58f0fa24cf4d5940748263b19d05d	0.2934367834519527	0.06818181818181818	0.0
04db91be7f13d3e7bd98fe7b29463813	0.0	0.0	0.0
04df1b6ed3bfcde80d50cfd95b781fad	0.0	0.0	0.0
04e5a383d655e89e1c430de70b2dd5ec	0.0	0.0	0.0
04eea5d1fb8a60878c357fd79f93de07	0.06794340091829074	0.1111111111111111	0.1
04ef4d49af9b723c06dc4e2f2b846a05	0.0	0.0	0.0
04f119e86386e2b94f271645e35bc472	0.0	0.0	0.0
04f2ac1d98dfe4a203136b2a45f39d3a	0.0909280306189788	0.1111111111111111	0.0
04f79d66f2412a058005ae5a62f13056	0.11004588314904008	0.01639344262295082	0.0
04f89fbff40bb0fd73dde61a6dfbbba3	0.0	0.0	0.0
04f8d539002b098423d3a13287f631aa	0.0707557607210806	0.1111111111111111	0.0
04f9f46573443dc45026fcb2f32469ed	0.0	0.0	0.3
04fa8ddf76452f01b245278feef95454	0.09478836436955078	0.027777777777777776	0.0
050557b35769c704c2e82a84c6924ede	0.0	0.0	0.0
0506638a1ed4e35e16e2328e19dac598	0.0	0.0	0.1
0509720b7b7f71169d9e40efa851a8c5	0.0	0.0	0.0
050a9f9f0fceaaceb437c1c742272f1b	0.0	0.0	0.0
050cb5c16aa79b0918e03b961120d994	0.0	0.0	0.0
05131cdce551ff59f1b4ba0587051cf8	0.0	0.0	0.0
05157bb3ad4c5e2ede17316b6ea145cd	0.0	0.0	0.2
051757233b796cba8980ec0f74bdcc29	0.0636207881989517	0.045454545454545456	0.0
051b2dcca8011eb95076e32aebd66dbf	0.0	0.0	0.0
05280b703beb69177aace4751f073988	0.0	0.0	0.0
