qid	model	doc_per_query	nDCG	time
71	200x50x50x25	175	0.6097712	0.0007978845000000001
72	200x50x50x25	92	0.2988216	0.0005343203600000001
73	200x50x50x25	85	0.44434765	0.0005325377500000001
74	200x50x50x25	53	0.8433924	0.00028032495000000003
75	200x50x50x25	128	0.66721886	0.0005346880000000001
76	200x50x50x25	129	0.67156017	0.00079898214
77	200x50x50x25	109	0.54096216	0.00052557947
78	200x50x50x25	103	0.22947788	0.0005262949800000001
79	200x50x50x25	129	0.34023106	0.00079999737
80	200x50x50x25	71	0.8564217	0.0005296422500000001
81	200x50x50x25	83	0.29042464	0.00054027522
82	200x50x50x25	175	0.5250319	0.0009022545000000001
83	200x50x50x25	82	0.06569061	0.00053606024
84	200x50x50x25	120	0.24380943	0.000532752
85	200x50x50x25	53	0.83390325	0.00028161497
86	200x50x50x25	97	0.90267277	0.0005381045900000001
87	200x50x50x25	103	0.39218816	0.0005358399899999999
88	200x50x50x25	44	0.0	0.0002836548
89	200x50x50x25	82	0.8650197	0.00053197008
90	200x50x50x25	136	0.51426846	0.0008004048800000001
91	200x50x50x25	61	0.64083856	0.00028413251
92	200x50x50x25	99	0.4947606	0.00054243981
93	200x50x50x25	167	0.16277973	0.00078036762
94	200x50x50x25	113	0.65478224	0.0005353126400000001
95	200x50x50x25	164	0.29658708	0.0007874542
96	200x50x50x25	36	0.7525434	0.00028739484
97	200x50x50x25	145	0.3376694	0.0008118579
98	200x50x50x25	175	0.034616232	0.0007915145000000001
99	200x50x50x25	89	0.5074295	0.0005325048
100	200x50x50x25	134	0.18482758	0.0008037145799999999
101	200x50x50x25	42	0.9448609	0.00028812000000000005
102	200x50x50x25	155	0.48168698	0.0007883424
103	200x50x50x25	60	0.4460943	0.0002846376
104	200x50x50x25	142	0.20705123	0.00080425818
105	200x50x50x25	187	0.6447654	0.0008002029200000001
106	200x50x50x25	71	0.49148545	0.0005336878300000001
107	200x50x50x25	103	0.3057044	0.0005284178100000001
108	200x50x50x25	175	0.47349054	0.0007938927500000001
109	200x50x50x25	113	0.5779772	0.0005422926500000001
110	200x50x50x25	172	0.4965642	0.00080722524
111	200x50x50x25	169	0.27694836	0.0007985621800000001
112	200x50x50x25	147	0.44332203	0.0007897898400000001
113	200x50x50x25	121	0.75645477	0.0005423921800000001
114	200x50x50x25	198	0.77133185	0.0010542391200000002
115	200x50x50x25	75	0.23118415	0.00054102225
116	200x50x50x25	114	0.566186	0.0005535178800000001
117	200x50x50x25	110	0.20856333	0.0005357572000000001
118	200x50x50x25	84	0.6376116	0.0005260651200000001
119	200x50x50x25	118	0.45342538	0.00053550052
120	200x50x50x25	112	0.42816058	0.00054267248
121	200x50x50x25	107	0.41108266	0.00053119294
122	200x50x50x25	79	0.46647173	0.0005313073900000001
123	200x50x50x25	127	0.36071494	0.00053705252
124	200x50x50x25	142	0.88004565	0.0007921257000000001
125	200x50x50x25	167	0.45060763	0.0007873699300000001
126	200x50x50x25	70	0.5822709	0.0005289277
127	200x50x50x25	176	0.32333115	0.0007866496000000001
128	200x50x50x25	86	0.2972558	0.0005379902
129	200x50x50x25	121	0.6622008	0.00066881782
130	200x50x50x25	137	0.5100923	0.0007743130400000001
131	200x50x50x25	226	0.51607263	0.0010683720600000001
132	200x50x50x25	21	0.48289678	0.00028378980000000006
133	200x50x50x25	83	0.39364785	0.00053604969
134	200x50x50x25	101	0.7340318	0.0005267725700000001
135	200x50x50x25	151	0.41075623	0.0007837504000000001
136	200x50x50x25	109	0.47628716	0.0005257604100000001
137	200x50x50x25	72	0.897943	0.0005449651200000001
138	200x50x50x25	114	0.3844823	0.00053324754
139	200x50x50x25	73	0.72352695	0.00052615772
140	200x50x50x25	70	0.44060314	0.0005122453
141	200x50x50x25	53	0.8712965	0.00027753768000000006
142	200x50x50x25	131	0.405112	0.0007500549099999999
143	200x50x50x25	112	0.09226745	0.0005599227200000001
144	200x50x50x25	129	0.44793457	0.00076099035
145	200x50x50x25	180	0.33852124	0.0007707132000000001
146	200x50x50x25	64	0.34759554	0.00027011008
147	200x50x50x25	74	1.0	0.00051626988
148	200x50x50x25	107	0.64215803	0.000515633
149	200x50x50x25	190	0.46133992	0.0007687932
150	200x50x50x25	133	0.5090656	0.00076985454
151	200x50x50x25	78	0.25499204	0.0005173077000000001
152	200x50x50x25	142	0.6406763	0.0007780918400000001
153	200x50x50x25	99	0.7056544	0.0005189550300000001
154	200x50x50x25	140	0.50077856	0.0007671846
155	200x50x50x25	106	0.6580044	0.00050320214
156	200x50x50x25	107	0.71136194	0.00050865553
157	200x50x50x25	88	0.7922685	0.00051845992
158	200x50x50x25	94	0.45318532	0.00052838998
159	200x50x50x25	198	0.63628167	0.00105121566
160	200x50x50x25	64	0.9484468	0.0002700576
161	200x50x50x25	97	0.7382524	0.0005142949700000001
162	200x50x50x25	118	0.24425848	0.00053472998
163	200x50x50x25	165	0.39629325	0.0008066800500000002
164	200x50x50x25	95	0.832667	0.0005043578500000001
165	200x50x50x25	121	0.40120804	0.00052297289
166	200x50x50x25	95	0.5217702	0.0005140678
167	200x50x50x25	116	0.3991111	0.00056036236
168	200x50x50x25	134	0.53629446	0.00081192208
169	200x50x50x25	68	0.39325914	0.00051680748
170	200x50x50x25	84	0.6287461	0.00052370976
171	200x50x50x25	112	0.36869165	0.00054310032
172	200x50x50x25	144	0.81950915	0.0007578201600000001
173	200x50x50x25	83	0.20547196	0.0005103553800000001
174	200x50x50x25	116	0.8160647	0.000503382
175	200x50x50x25	97	0.52889776	0.00051261978
176	200x50x50x25	211	0.1542805	0.00099951333
177	200x50x50x25	91	0.83793473	0.00050682541
178	200x50x50x25	107	0.37553674	0.0005632094800000001
179	200x50x50x25	157	0.64659894	0.00081636232
180	200x50x50x25	153	0.65121865	0.0007986294000000001
181	200x50x50x25	109	0.6764565	0.0005100829400000001
182	200x50x50x25	148	0.20970584	0.0007783231200000001
183	200x50x50x25	32	0.7074982	0.00030830752000000005
184	200x50x50x25	93	0.3550477	0.0005397078300000001
185	200x50x50x25	118	0.61151254	0.0005186194400000001
186	200x50x50x25	113	0.524151	0.0005142596099999999
187	200x50x50x25	97	0.3999876	0.00065831766
188	200x50x50x25	99	0.37342736	0.00053855505
189	200x50x50x25	93	0.12989897	0.0005086821
190	200x50x50x25	127	0.5330753	0.00053661945
191	200x50x50x25	108	0.68860567	0.00052756704
192	200x50x50x25	139	0.66605383	0.0007695081700000001
193	200x50x50x25	125	0.8528334	0.0005350625000000001
194	200x50x50x25	84	0.54251254	0.00053227776
195	200x50x50x25	68	0.5979412	0.00053414
196	200x50x50x25	27	0.5835002	0.0002897829
197	200x50x50x25	112	0.53257173	0.0005357296
198	200x50x50x25	191	0.37354508	0.0008011896100000001
199	200x50x50x25	75	0.59090245	0.0005395125000000001
200	200x50x50x25	79	0.3246078	0.0005375073100000001
201	200x50x50x25	117	0.36353204	0.00053815554
202	200x50x50x25	106	0.81091326	0.00053236698
203	200x50x50x25	81	0.49428377	0.0005445954000000001
204	200x50x50x25	73	0.330206	0.0005341599800000001
205	200x50x50x25	106	0.5292817	0.0005397149
206	200x50x50x25	90	0.73215485	0.0005316453000000001
207	200x50x50x25	64	0.39933234	0.00028138752
208	200x50x50x25	89	0.29383227	0.00052043729
209	200x50x50x25	118	0.0	0.00053459546
210	200x50x50x25	85	0.6816294	0.0005410097
211	200x50x50x25	79	0.4686793	0.00054587499
212	200x50x50x25	50	0.9733361	0.00027827000000000006
213	200x50x50x25	229	0.41324392	0.00106833996
214	200x50x50x25	53	1.0	0.00027906249000000005
215	200x50x50x25	100	0.0	0.0005258880000000001
216	200x50x50x25	109	0.26042786	0.0005378049100000001
217	200x50x50x25	65	0.88875175	0.0005318872
218	200x50x50x25	162	0.38023186	0.0007974207000000001
219	200x50x50x25	34	1.0	0.00028685766000000003
220	200x50x50x25	202	0.5148065	0.0010678851200000001
221	200x50x50x25	120	0.36728704	0.0005264172
222	200x50x50x25	71	0.7985281	0.0005316749800000001
223	200x50x50x25	103	0.53459036	0.0005243297400000001
224	200x50x50x25	142	0.7444695	0.0007976324600000002
225	200x50x50x25	109	0.0	0.00053992278
226	200x50x50x25	138	0.65971416	0.00079382982
227	200x50x50x25	138	0.52631265	0.00078684564
228	200x50x50x25	74	0.88034856	0.0005378253400000001
229	200x50x50x25	108	0.6319237	0.00053752248
230	200x50x50x25	110	0.016684268	0.0005427279000000001
231	200x50x50x25	154	0.3335267	0.0007971332600000002
232	200x50x50x25	202	0.7214391	0.0010435804800000001
233	200x50x50x25	149	0.2086869	0.0007971306300000001
234	200x50x50x25	68	0.18766832	0.0005298050000000001
235	200x50x50x25	55	0.7068128	0.0002820851
236	200x50x50x25	49	0.041720927	0.00027625024000000004
237	200x50x50x25	104	0.2773767	0.00053935232
238	200x50x50x25	180	0.66373515	0.000792747
239	200x50x50x25	124	0.8646399	0.0005423698
240	200x50x50x25	73	0.4776237	0.00054217027
241	200x50x50x25	94	0.31736228	0.00053129458
242	200x50x50x25	100	0.73445815	0.000537473
243	200x50x50x25	121	0.38338494	0.0005374154500000001
244	200x50x50x25	107	0.6555731	0.00053078206
245	200x50x50x25	206	0.11677157	0.00102877842
246	200x50x50x25	85	0.0	0.00052285285
247	200x50x50x25	111	0.47394374	0.0005301870600000001
248	200x50x50x25	140	0.3600689	0.0007799078000000001
249	200x50x50x25	10	0.5640921	0.00028052500000000006
250	200x50x50x25	128	0.12168831	0.00052571008
251	200x50x50x25	165	0.50333375	0.0007699923
252	200x50x50x25	100	0.46420458	0.000548497
253	200x50x50x25	77	0.6995239	0.00053197529
254	200x50x50x25	87	0.2614391	0.00053912769
255	200x50x50x25	157	0.30529204	0.0007820970700000002
256	200x50x50x25	64	0.1245832	0.00027857024000000003
257	200x50x50x25	161	0.2903254	0.00079012682
258	200x50x50x25	81	0.6432046	0.0005296500900000001
259	200x50x50x25	179	0.21543182	0.0007939724
260	200x50x50x25	147	0.3846328	0.0007948143000000001
261	200x50x50x25	141	0.54789716	0.0007876020300000001
262	200x50x50x25	91	0.6636918	0.00053433289
263	200x50x50x25	124	0.7259156	0.0005292878
264	200x50x50x25	75	0.30524188	0.000533235
265	200x50x50x25	68	0.7769805	0.00051855032
266	200x50x50x25	113	0.32210943	0.00051841801
267	200x50x50x25	16	1.0	0.00027600480000000005
268	200x50x50x25	138	0.07336392	0.0007770780000000002
269	200x50x50x25	191	0.48724753	0.00077575987
270	200x50x50x25	69	0.62229913	0.0005128549200000001
271	200x50x50x25	76	0.5407515	0.0005432822
272	200x50x50x25	111	0.23500769	0.000514152
273	200x50x50x25	73	0.4772904	0.00051506756
274	200x50x50x25	61	0.6680051	0.00027641723000000005
275	200x50x50x25	63	0.4664645	0.00027632241
276	200x50x50x25	149	0.2366742	0.0008373204
277	200x50x50x25	104	0.87478065	0.0005465449600000001
278	200x50x50x25	95	0.3838765	0.0005179096
279	200x50x50x25	160	0.4274318	0.0007949504000000001
280	200x50x50x25	73	0.5600926	0.00053305476
281	200x50x50x25	90	0.24718773	0.0005344524000000001
282	200x50x50x25	64	0.30308202	0.00028316032000000004
283	200x50x50x25	113	0.42412823	0.0005346900100000001
284	200x50x50x25	493	0.29800588	0.0021007666700000004
285	200x50x50x25	122	0.4825623	0.0005476397000000001
286	200x50x50x25	221	0.4642913	0.0010620376
287	200x50x50x25	103	0.3235542	0.0005431571099999999
288	200x50x50x25	67	0.5917096	0.00053470489
289	200x50x50x25	102	0.6916509	0.000536112
290	200x50x50x25	105	0.6388646	0.00053863005
291	200x50x50x25	63	0.2375773	0.00027482994
292	200x50x50x25	74	0.65130866	0.0005319978400000001
293	200x50x50x25	127	0.62890154	0.0005161051400000001
294	200x50x50x25	39	0.71875876	0.00027789996000000003
295	200x50x50x25	43	0.47287974	0.00028569759000000004
296	200x50x50x25	230	0.32832712	0.0010737090000000002
297	200x50x50x25	138	0.89264226	0.0007924098
298	200x50x50x25	161	0.2950004	0.00087141572
299	200x50x50x25	99	0.8990684	0.0005762403900000001
300	200x50x50x25	83	0.40054205	0.00054184724
301	200x50x50x25	94	0.4961099	0.0005271924200000001
302	200x50x50x25	81	0.53069717	0.0005460129
303	200x50x50x25	177	0.49060556	0.0008091324900000002
304	200x50x50x25	162	0.78782225	0.0008070580800000002
305	200x50x50x25	204	0.68109566	0.001072122
306	200x50x50x25	162	0.5233964	0.0007972003800000001
307	200x50x50x25	200	0.64972734	0.00107053
308	200x50x50x25	122	0.72247696	0.0005320554200000001
309	200x50x50x25	281	0.20791133	0.00131153378
310	200x50x50x25	169	0.45380825	0.0007971425800000001
311	200x50x50x25	68	0.77881414	0.00053246516
312	200x50x50x25	65	0.41976303	0.00052355485
313	200x50x50x25	138	0.71825904	0.0007872127200000001
314	200x50x50x25	77	0.39029655	0.00053890221
315	200x50x50x25	125	0.78990597	0.0005365525000000001
316	200x50x50x25	57	0.62529296	0.00028409997000000003
317	200x50x50x25	59	0.92842966	0.00027775253000000003
318	200x50x50x25	146	0.47597873	0.00078755028
319	200x50x50x25	130	0.7605837	0.0008101106
320	200x50x50x25	93	0.7192022	0.00052831719
321	200x50x50x25	246	0.21050142	0.0010577581800000002
322	200x50x50x25	104	0.9162663	0.00056551976
323	200x50x50x25	156	0.71975136	0.0007695292800000001
324	200x50x50x25	114	0.76662374	0.0005347854000000001
325	200x50x50x25	249	0.5513714	0.0010518432300000002
326	200x50x50x25	81	0.48754674	0.0005426327700000001
327	200x50x50x25	41	0.29608193	0.00027836991
328	200x50x50x25	106	0.25121757	0.0005660453
329	200x50x50x25	113	0.423517	0.0005337295100000001
330	200x50x50x25	131	0.42613563	0.0008074669700000001
331	200x50x50x25	70	0.71836114	0.0005422249000000001
332	200x50x50x25	52	0.4776237	0.00028028000000000005
333	200x50x50x25	173	0.39509588	0.0008068771900000001
334	200x50x50x25	71	0.29610085	0.00053932239
335	200x50x50x25	73	0.7595023	0.00052227996
336	200x50x50x25	70	0.36426204	0.0005192572
337	200x50x50x25	57	0.7548349	0.00028450752
338	200x50x50x25	163	0.34866047	0.0007870618000000001
339	200x50x50x25	42	0.75856954	0.00028373520000000003
340	200x50x50x25	226	0.63834727	0.00105453408
341	200x50x50x25	73	0.57333094	0.00051698527
342	200x50x50x25	163	0.2346813	0.00079926235
343	200x50x50x25	190	0.754254	0.0008043118
344	200x50x50x25	58	0.88182557	0.00028077742
345	200x50x50x25	46	0.74799365	0.00028668764000000003
346	200x50x50x25	92	0.7945691	0.0005382598
347	200x50x50x25	56	1.0	0.00027640984000000003
348	200x50x50x25	326	0.33657196	0.00155437778
349	200x50x50x25	72	1.0	0.0005370098400000001
350	200x50x50x25	38	0.73507065	0.00028763758
351	200x50x50x25	126	0.2830132	0.00056696724
352	200x50x50x25	178	0.29005617	0.0007951669400000001
353	200x50x50x25	71	0.78304744	0.00052295263
354	200x50x50x25	118	0.47869647	0.00054980802
355	200x50x50x25	122	0.50853443	0.00055600768
356	200x50x50x25	177	0.01611466	0.0007873154700000001
357	200x50x50x25	131	0.27612942	0.00081761554
358	200x50x50x25	25	0.8949061	0.00028238000000000004
359	200x50x50x25	105	0.0	0.0005381323500000001
360	200x50x50x25	84	0.679258	0.0005494448400000001
361	200x50x50x25	97	0.32906774	0.00053895043
362	200x50x50x25	87	0.66475534	0.0005425172100000001
363	200x50x50x25	49	0.1938946	0.00028864773
364	200x50x50x25	80	0.54781204	0.0005899648000000001
365	200x50x50x25	87	0.6082632	0.00054884472
366	200x50x50x25	107	0.765988	0.0005434326700000001
367	200x50x50x25	124	0.74023247	0.0005216097200000001
368	200x50x50x25	92	0.7614607	0.0005257579200000001
369	200x50x50x25	56	0.62384707	0.00028531496
370	200x50x50x25	166	0.5128531	0.00081788034
371	200x50x50x25	134	0.62140757	0.00077730452
372	200x50x50x25	86	0.7978649	0.00053720502
373	200x50x50x25	484	0.6142378	0.002039092
374	200x50x50x25	92	0.40794992	0.0005242049600000001
375	200x50x50x25	85	0.755417	0.00051439025
376	200x50x50x25	57	0.60631615	0.00032864775
377	200x50x50x25	50	0.65893114	0.00028960250000000003
378	200x50x50x25	67	0.16907023	0.00052658985
379	200x50x50x25	88	0.68462914	0.00051731504
380	200x50x50x25	134	0.33383986	0.0007706902800000001
381	200x50x50x25	217	0.67800033	0.00101991736
382	200x50x50x25	65	0.90532064	0.0005287847500000001
383	200x50x50x25	52	0.6731142	0.00028161484
384	200x50x50x25	85	0.6860454	0.00052350735
385	200x50x50x25	55	0.5354179	0.0002826351
386	200x50x50x25	157	0.4159415	0.0007827847300000001
387	200x50x50x25	67	0.4383255	0.00053818487
388	200x50x50x25	53	1.0	0.00027460254
389	200x50x50x25	78	0.650365	0.00051869532
390	200x50x50x25	114	0.3958566	0.00052910022
391	200x50x50x25	155	0.5923424	0.0007957669
392	200x50x50x25	19	0.5725604	0.0002745576
393	200x50x50x25	94	0.15269275	0.0005189298200000001
394	200x50x50x25	46	0.5823206	0.00028200254
395	200x50x50x25	105	0.51462686	0.0005249475000000001
396	200x50x50x25	114	0.9666949	0.0005151523200000001
397	200x50x50x25	114	0.5803845	0.0005336226000000001
398	200x50x50x25	106	0.5606841	0.00053649038
399	200x50x50x25	10	0.3811934	0.000286033
400	200x50x50x25	88	0.43554547	0.00050804512
401	200x50x50x25	136	0.42904603	0.0007846125600000001
402	200x50x50x25	81	0.6379239	0.00053876988
403	200x50x50x25	106	0.8931857	0.00051055748
404	200x50x50x25	126	0.50538975	0.00052366482
405	200x50x50x25	58	0.79358405	0.00026461514000000004
406	200x50x50x25	175	0.616607	0.0008563695
407	200x50x50x25	94	0.6884139	0.0005347020800000001
408	200x50x50x25	124	0.8764893	0.00052232768
409	200x50x50x25	102	0.39218435	0.0005356152600000001
410	200x50x50x25	56	0.38285792	0.00027982752000000005
411	200x50x50x25	62	0.47559765	0.00027638484
412	200x50x50x25	57	0.47702044	0.00027822270000000003
413	200x50x50x25	58	0.766547	0.0002769326
414	200x50x50x25	149	0.67888755	0.00079990799
415	200x50x50x25	115	0.62562966	0.00053993995
416	200x50x50x25	467	0.76273364	0.00201709442
417	200x50x50x25	124	0.5600463	0.0005534851600000001
418	200x50x50x25	78	0.72571516	0.0005188349400000001
419	200x50x50x25	253	0.30156967	0.00101644521
420	200x50x50x25	93	0.5165384	0.00053088027
421	200x50x50x25	85	0.6475536	0.0005239799499999999
422	200x50x50x25	134	0.15282202	0.00079142946
423	200x50x50x25	136	0.753041	0.0007694893600000001
424	200x50x50x25	99	0.39488947	0.0005160771000000001
425	200x50x50x25	144	0.12647136	0.0007674148800000001
426	200x50x50x25	76	0.6300715	0.0005193026800000001
427	200x50x50x25	277	0.37817895	0.0012348937
428	200x50x50x25	104	0.7206893	0.0005213572
429	200x50x50x25	174	0.35454392	0.00076744962
430	200x50x50x25	114	0.24554896	0.0005603829600000001
431	200x50x50x25	92	0.2471493	0.0005140776
432	200x50x50x25	127	0.5188239	0.0005157127100000001
433	200x50x50x25	88	0.07165244	0.0005216024
434	200x50x50x25	91	0.4200532	0.0005310978400000001
435	200x50x50x25	39	0.6627125	0.00027400737000000003
436	200x50x50x25	70	0.21922442	0.0005181974000000001
437	200x50x50x25	59	0.51739013	0.00027421725
438	200x50x50x25	93	0.74953884	0.0005211245700000001
439	200x50x50x25	95	0.8627495	0.00053277995
440	200x50x50x25	147	0.525776	0.0007678118700000001
441	200x50x50x25	54	0.61431456	0.00029012526
442	200x50x50x25	239	0.605314	0.0010570946100000001
443	200x50x50x25	44	0.4684344	0.00026541240000000005
444	200x50x50x25	89	0.45452297	0.0005191476800000001
445	200x50x50x25	143	0.37572226	0.0008008143000000001
446	200x50x50x25	99	0.38632715	0.00053366544
447	200x50x50x25	65	0.5595578	0.0005204725500000001
448	200x50x50x25	132	0.5732795	0.0007722620400000001
449	200x50x50x25	62	0.4474575	0.00028024496000000004
450	200x50x50x25	110	0.6834732	0.0005132248
451	200x50x50x25	174	0.7629976	0.0007778496
452	200x50x50x25	53	0.86943454	0.00027182481000000006
453	200x50x50x25	174	0.19647233	0.00077633058
454	200x50x50x25	76	0.4753028	0.00052640716
455	200x50x50x25	122	0.5658242	0.00052560284
456	200x50x50x25	81	0.54574275	0.0005264522100000001
457	200x50x50x25	114	0.41203722	0.00052196952
458	200x50x50x25	160	0.70896673	0.0007801568000000001
459	200x50x50x25	93	0.26702043	0.0005114776800000001
460	200x50x50x25	132	0.5528323	0.0007869272400000002
461	200x50x50x25	143	0.4703042	0.0007916451400000002
462	200x50x50x25	150	0.33193448	0.000780687
463	200x50x50x25	87	0.72052217	0.0005360296200000001
464	200x50x50x25	15	0.84717226	0.00028377000000000003
465	200x50x50x25	96	0.35551518	0.00050666496
466	200x50x50x25	128	0.3634071	0.00051422976
467	200x50x50x25	79	0.71633595	0.00052207466
468	200x50x50x25	158	0.48605466	0.0008000772400000001
469	200x50x50x25	90	0.6015019	0.0005303250000000001
470	200x50x50x25	117	0.5604744	0.00052380198
471	200x50x50x25	99	0.5488137	0.00052963515
472	200x50x50x25	193	0.17693979	0.0010670506800000003
473	200x50x50x25	74	0.50092816	0.00054644782
474	200x50x50x25	113	0.64665115	0.0005362098600000001
475	200x50x50x25	81	0.75165486	0.00052103979
476	200x50x50x25	167	0.6114697	0.00078314483
477	200x50x50x25	148	0.43243825	0.0008143818400000001
478	200x50x50x25	103	0.5339081	0.00053470699
479	200x50x50x25	100	0.6308874	0.00053282
480	200x50x50x25	111	0.6736103	0.00050893278
481	200x50x50x25	103	0.61926246	0.00053935744
482	200x50x50x25	48	0.43394098	0.00027421008000000005
483	200x50x50x25	162	0.76961774	0.00079320546
484	200x50x50x25	94	0.65328103	0.0005215947200000002
485	200x50x50x25	112	0.39959154	0.00053561984
486	200x50x50x25	171	0.42195302	0.0007867316700000002
487	200x50x50x25	67	0.6366824	0.0005149827699999999
488	200x50x50x25	71	0.63490766	0.00053075766
489	200x50x50x25	80	0.26176104	0.0005353072
490	200x50x50x25	44	0.5117544	0.00028048988
491	200x50x50x25	72	0.6467783	0.00053745984
492	200x50x50x25	177	0.25278488	0.0007735271700000001
493	200x50x50x25	68	0.29686353	0.00053045236
494	200x50x50x25	100	0.4704983	0.000504687
495	200x50x50x25	58	0.77923566	0.0002757552
496	200x50x50x25	148	0.33920285	0.000780552
497	200x50x50x25	154	0.60047144	0.0007725995200000001
498	200x50x50x25	154	0.520176	0.0007754423600000002
499	200x50x50x25	135	0.903565	0.0007750404
500	200x50x50x25	119	0.59154606	0.0005262905900000001
501	200x50x50x25	184	0.11610889	0.0008009851200000001
502	200x50x50x25	65	0.5814304	0.0005516472000000001
503	200x50x50x25	41	0.08175843	0.00028515008
504	200x50x50x25	91	0.8212157	0.0005367271
505	200x50x50x25	155	0.750292	0.0007994280000000001
506	200x50x50x25	155	0.4985564	0.0008274055000000001
507	200x50x50x25	57	0.0	0.00027643518000000005
508	200x50x50x25	197	0.5823728	0.0010738548800000001
509	200x50x50x25	54	0.5014064	0.00028907226
510	200x50x50x25	81	0.41315463	0.0005116421700000001
511	200x50x50x25	325	0.47478285	0.00157488175
512	200x50x50x25	103	0.20006694	0.00050995712
513	200x50x50x25	60	0.38121304	0.0002846352
514	200x50x50x25	121	0.5505143	0.00052334799
515	200x50x50x25	139	0.10950665	0.00077137216
516	200x50x50x25	59	0.35282424	0.00028178754
517	200x50x50x25	66	0.5587396	0.0005303727
518	200x50x50x25	133	0.65559894	0.00076309282
519	200x50x50x25	96	0.08814037	0.00052720032
520	200x50x50x25	161	0.37836897	0.00080368463
521	200x50x50x25	124	0.31653258	0.00052711284
522	200x50x50x25	259	0.8967951	0.00124384232
523	200x50x50x25	31	0.6252503	0.00027213505
524	200x50x50x25	105	0.26178995	0.0005264154
525	200x50x50x25	88	0.6614807	0.0005248548800000001
526	200x50x50x25	222	0.26227543	0.00103013106
527	200x50x50x25	52	0.14500345	0.00027147016
528	200x50x50x25	97	0.5480815	0.0005241627800000001
529	200x50x50x25	114	0.8385123	0.00052190226
530	200x50x50x25	64	0.4373489	0.00028404224
531	200x50x50x25	11	0.80660665	0.0002802745
