qid	model	doc_per_query	nDCG	time
375	200x100x100x50	85	0.62081003	0.0010371190000000002
376	200x100x100x50	57	0.60319	0.00056513733
377	200x100x100x50	50	0.6675231	0.00054831
378	200x100x100x50	67	0.1021165	0.0010706332000000002
379	200x100x100x50	88	0.65672565	0.001062204
380	200x100x100x50	134	0.14743908	0.0015312984
381	200x100x100x50	217	0.8225168	0.0020778184000000005
382	200x100x100x50	65	0.86113757	0.0010296325000000001
383	200x100x100x50	52	0.6746277	0.0005677464000000001
384	200x100x100x50	85	0.5781228	0.0010226010000000002
385	200x100x100x50	55	0.5831335	0.0005554175
386	200x100x100x50	157	0.4247583	0.0015678569500000002
387	200x100x100x50	67	0.45387718	0.001015519
388	200x100x100x50	53	1.0	0.0005411512
389	200x100x100x50	78	0.6387922	0.0010088052
390	200x100x100x50	114	0.39311838	0.00103976778
391	200x100x100x50	155	0.63085043	0.0015441704500000002
392	200x100x100x50	19	0.5152456	0.0005529798
393	200x100x100x50	94	0.1412148	0.0010402228
394	200x100x100x50	46	0.59903413	0.0005436878
395	200x100x100x50	105	0.4647711	0.0010345272
396	200x100x100x50	114	0.91097987	0.0010258472400000002
397	200x100x100x50	114	0.61422276	0.0010279573800000001
398	200x100x100x50	106	0.5619872	0.00104592532
399	200x100x100x50	10	0.38611457	0.00055634
400	200x100x100x50	88	0.40528664	0.0010344840000000002
401	200x100x100x50	136	0.43731293	0.0015430016000000002
402	200x100x100x50	81	0.60484594	0.0010242855000000002
403	200x100x100x50	106	0.8793205	0.00103105246
404	200x100x100x50	126	0.5155416	0.00099975708
405	200x100x100x50	58	0.866948	0.00055602976
406	200x100x100x50	175	0.6072197	0.0015667732500000001
407	200x100x100x50	94	0.7032007	0.0010265176
408	200x100x100x50	124	0.92181873	0.0010439746
409	200x100x100x50	102	0.39218435	0.0010331070000000001
410	200x100x100x50	56	0.4404958	0.0005490497600000001
411	200x100x100x50	62	0.41845778	0.0005500547
412	200x100x100x50	57	0.33847877	0.00055205754
413	200x100x100x50	58	0.6154861	0.0005567025600000001
414	200x100x100x50	149	0.5567789	0.0015542041000000003
415	200x100x100x50	115	0.62670964	0.0010396805000000002
416	200x100x100x50	467	0.6973276	0.00410536898
417	200x100x100x50	124	0.5411096	0.00103866988
418	200x100x100x50	78	0.710477	0.0010078458
419	200x100x100x50	253	0.39657655	0.00203463865
420	200x100x100x50	93	0.5425126	0.0010231488
421	200x100x100x50	85	0.4998131	0.001121473
422	200x100x100x50	134	0.15282202	0.0015695018000000003
423	200x100x100x50	136	0.6549259	0.0015397240000000001
424	200x100x100x50	99	0.3494995	0.0010241946000000002
425	200x100x100x50	144	0.15958908	0.0015439536
426	200x100x100x50	76	0.65880245	0.001026798
427	200x100x100x50	277	0.39298016	0.00255813378
428	200x100x100x50	104	0.73777413	0.00102136736
429	200x100x100x50	174	0.44464207	0.0015385776000000002
430	200x100x100x50	114	0.26140377	0.00105788694
431	200x100x100x50	92	0.4111044	0.00102948
432	200x100x100x50	127	0.51924443	0.0010062349700000002
433	200x100x100x50	88	0.07165244	0.0010141032
434	200x100x100x50	91	0.43376118	0.0010496213
435	200x100x100x50	39	0.66609854	0.0005452083
436	200x100x100x50	70	0.39300826	0.001021034
437	200x100x100x50	59	0.517004	0.0005535026000000001
438	200x100x100x50	93	0.7204438	0.0010504164000000001
439	200x100x100x50	95	0.8690888	0.0010634965
440	200x100x100x50	147	0.39769647	0.0015464841000000003
441	200x100x100x50	54	0.6462633	0.0005546016
442	200x100x100x50	239	0.5961728	0.00211898356
443	200x100x100x50	44	0.46065822	0.000563134
444	200x100x100x50	89	0.44328052	0.0010788491
445	200x100x100x50	143	0.3610826	0.0015534662000000002
446	200x100x100x50	99	0.2592516	0.0010304019
447	200x100x100x50	65	0.5738865	0.001050491
448	200x100x100x50	132	0.57509446	0.0015512772000000003
449	200x100x100x50	62	0.39899418	0.0005569825800000001
450	200x100x100x50	110	0.73886436	0.0010633678
451	200x100x100x50	174	0.76907855	0.00154424478
452	200x100x100x50	53	0.8717208	0.0005723152
453	200x100x100x50	174	0.19101863	0.0015450817200000002
454	200x100x100x50	76	0.44419986	0.0010399688
455	200x100x100x50	122	0.5767963	0.0010418726800000002
456	200x100x100x50	81	0.5219031	0.0010363545
457	200x100x100x50	114	0.4037074	0.0010543096200000001
458	200x100x100x50	160	0.7433667	0.0015315248
459	200x100x100x50	93	0.31090525	0.0010551222000000002
460	200x100x100x50	132	0.5868711	0.0015861120000000002
461	200x100x100x50	143	0.41380835	0.0015617316
462	200x100x100x50	150	0.34297577	0.00158556
463	200x100x100x50	87	0.8475057	0.0010151508
464	200x100x100x50	15	0.85872626	0.00056172
465	200x100x100x50	96	0.23244654	0.001052736
466	200x100x100x50	128	0.22102925	0.00104701696
467	200x100x100x50	79	0.7391908	0.0010326564000000002
468	200x100x100x50	158	0.5647655	0.00157425986
469	200x100x100x50	90	0.60698706	0.001044018
470	200x100x100x50	117	0.4347915	0.0010525799700000001
471	200x100x100x50	99	0.6196154	0.0010539243000000002
472	200x100x100x50	193	0.21106046	0.0020587503000000004
473	200x100x100x50	74	0.49782172	0.0010258916000000001
474	200x100x100x50	113	0.64665115	0.0010479247100000002
475	200x100x100x50	81	0.7283499	0.0010546119
476	200x100x100x50	167	0.6399822	0.0015668207200000002
477	200x100x100x50	148	0.3596624	0.001534982
478	200x100x100x50	103	0.4888264	0.0010651848000000001
479	200x100x100x50	100	0.6021289	0.00107166
480	200x100x100x50	111	0.66708237	0.00105154518
481	200x100x100x50	103	0.51658857	0.0010633926
482	200x100x100x50	48	0.39461276	0.0006102864000000001
483	200x100x100x50	162	0.7735637	0.00155511252
484	200x100x100x50	94	0.6636102	0.0010509952000000002
485	200x100x100x50	112	0.33677787	0.00104909952
486	200x100x100x50	171	0.48052403	0.0015341094000000002
487	200x100x100x50	67	0.6366824	0.0010288386
488	200x100x100x50	71	0.6083391	0.0010340227000000001
489	200x100x100x50	80	0.19095021	0.001059744
490	200x100x100x50	44	0.53289217	0.0005587824
491	200x100x100x50	72	0.5517507	0.001029672
492	200x100x100x50	177	0.31376404	0.00160681662
493	200x100x100x50	68	0.24555773	0.0010166
494	200x100x100x50	100	0.50400734	0.00099818
495	200x100x100x50	58	0.73563343	0.0005620623399999999
496	200x100x100x50	148	0.261539	0.0015484647999999999
497	200x100x100x50	154	0.61761826	0.00153566798
498	200x100x100x50	154	0.5149068	0.0015284130400000002
499	200x100x100x50	135	0.8796171	0.0015462090000000002
500	200x100x100x50	119	0.6674025	0.0010619226800000002
501	200x100x100x50	184	0.11017534	0.00155146776
502	200x100x100x50	65	0.5910359	0.0010641020000000001
503	200x100x100x50	41	0.12172374	0.0005606217000000001
504	200x100x100x50	91	0.8848365	0.0010553088
505	200x100x100x50	155	0.7315933	0.0015993520000000003
506	200x100x100x50	155	0.53993076	0.0015615785000000003
507	200x100x100x50	57	0.0	0.00055633482
508	200x100x100x50	197	0.48692676	0.0021233251
509	200x100x100x50	54	0.44150278	0.0005750244
510	200x100x100x50	81	0.4459827	0.0010428993
511	200x100x100x50	325	0.4712151	0.0030858847500000006
512	200x100x100x50	103	0.2473508	0.0010333887000000001
513	200x100x100x50	60	0.448304	0.0006123300000000001
514	200x100x100x50	121	0.5826377	0.0010225625300000001
515	200x100x100x50	139	0.02442768	0.0015421216000000002
516	200x100x100x50	59	0.3348514	0.0005439050700000001
517	200x100x100x50	66	0.5288672	0.0010208550000000002
518	200x100x100x50	133	0.6185405	0.0015635214000000004
519	200x100x100x50	96	0.06290393	0.0010407456
520	200x100x100x50	161	0.34331638	0.00151704826
521	200x100x100x50	124	0.58251584	0.0010187145600000001
522	200x100x100x50	259	0.84083843	0.0026162626
523	200x100x100x50	31	0.60991234	0.0005476088
524	200x100x100x50	105	0.25611943	0.0010169176500000002
525	200x100x100x50	88	0.62141436	0.0010230528000000003
526	200x100x100x50	222	0.24738732	0.00204594978
527	200x100x100x50	52	0.301619	0.0005366764000000001
528	200x100x100x50	97	0.55477875	0.0010194215000000001
529	200x100x100x50	114	0.89009374	0.0010393779
530	200x100x100x50	64	0.4317339	0.0005596249600000001
531	200x100x100x50	11	0.8094838	0.000541827
532	200x100x100x50	119	0.53940994	0.0010181378199999999
