qid	model	doc_per_query	nDCG	time
180	100x50x50x10	153	0.6355739	0.0004953849299999999
181	100x50x50x10	109	0.6767743	0.00032302259000000004
182	100x50x50x10	148	0.19511649	0.00047818800000000005
183	100x50x50x10	32	0.76855654	0.0001774
184	100x50x50x10	93	0.35680673	0.00033850511999999997
185	100x50x50x10	118	0.61788887	0.00032095764000000007
186	100x50x50x10	113	0.5008759	0.00033010464
187	100x50x50x10	97	0.2827239	0.00032370258
188	100x50x50x10	99	0.4542634	0.00032792958000000004
189	100x50x50x10	93	0.034117904	0.00031799769
190	100x50x50x10	127	0.57368994	0.00032981011000000004
191	100x50x50x10	108	0.72534555	0.00034132536000000004
192	100x50x50x10	139	0.6856504	0.0004931594900000001
193	100x50x50x10	125	0.90427184	0.00032833250000000003
194	100x50x50x10	84	0.61171675	0.00031659264
195	100x50x50x10	68	0.569787	0.00032821016
196	100x50x50x10	27	0.47114027	0.00017411004
197	100x50x50x10	112	0.51183105	0.00031500448
198	100x50x50x10	191	0.3680149	0.00046527027000000006
199	100x50x50x10	75	0.9164519	0.00031830975
200	100x50x50x10	79	0.42850098	0.00033069716000000003
201	100x50x50x10	117	0.36322713	0.00034563204
202	100x50x50x10	106	0.82933533	0.00033698778
203	100x50x50x10	81	0.4587017	0.00031988277
204	100x50x50x10	73	0.41399524	0.00031801282000000003
205	100x50x50x10	106	0.5061392	0.00032090228000000004
206	100x50x50x10	90	0.7360168	0.0003101274
207	100x50x50x10	64	0.57411236	0.00017574976
208	100x50x50x10	89	0.35403007	0.00032497282
209	100x50x50x10	118	0.0	0.000312995
210	100x50x50x10	85	0.6864331	0.00031984480000000007
211	100x50x50x10	79	0.4584263	0.00033156537
212	100x50x50x10	50	0.9657811	0.00018402500000000001
213	100x50x50x10	229	0.29617357	0.0006603535600000002
214	100x50x50x10	53	1.0	0.00018360737
215	100x50x50x10	100	0.14126697	0.000329267
216	100x50x50x10	109	0.46067065	0.00032497696000000005
217	100x50x50x10	65	0.9799215	0.0003336125
218	100x50x50x10	162	0.2303784	0.00048208770000000004
219	100x50x50x10	34	1.0	0.00017849252000000002
220	100x50x50x10	202	0.5161276	0.00063213476
221	100x50x50x10	120	0.3964165	0.0003438024
222	100x50x50x10	71	0.79157466	0.00032800012000000007
223	100x50x50x10	103	0.5352194	0.0003342247
224	100x50x50x10	142	0.65898526	0.00049855064
225	100x50x50x10	109	0.0	0.0003421946
226	100x50x50x10	138	0.6375023	0.0004901001000000001
227	100x50x50x10	138	0.5408065	0.0004987623600000001
228	100x50x50x10	74	0.92663604	0.00033718766
229	100x50x50x10	108	0.6757483	0.00032697972
230	100x50x50x10	110	0.043846074	0.0003232823000000001
231	100x50x50x10	154	0.3322635	0.00050447936
232	100x50x50x10	202	0.5815315	0.00066135002
233	100x50x50x10	149	0.16171335	0.0005002824
234	100x50x50x10	68	0.1799402	0.00033351008000000003
235	100x50x50x10	55	0.745457	0.00017966245
236	100x50x50x10	49	0.041720927	0.00019209519
237	100x50x50x10	104	0.25048554	0.00032809296
238	100x50x50x10	180	0.7185745	0.0005031306000000001
239	100x50x50x10	124	0.7888793	0.00033189716
240	100x50x50x10	73	0.38268033	0.00033436993
241	100x50x50x10	94	0.31025058	0.00032493732000000005
242	100x50x50x10	100	0.72779536	0.000324092
243	100x50x50x10	121	0.33415785	0.00033201795
244	100x50x50x10	107	0.624974	0.0004385523400000001
245	100x50x50x10	206	0.15175572	0.0006407794800000001
246	100x50x50x10	85	0.0	0.00033310225
247	100x50x50x10	111	0.54314584	0.00033697269
248	100x50x50x10	140	0.37809694	0.0004978820000000001
249	100x50x50x10	10	0.7903865	0.00018222000000000003
250	100x50x50x10	128	0.08997822	0.00033378304000000004
251	100x50x50x10	165	0.6091118	0.0004820244000000001
252	100x50x50x10	100	0.4888667	0.00032900800000000005
253	100x50x50x10	77	0.7389743	0.00032584244
254	100x50x50x10	87	0.2994574	0.00032795259000000003
255	100x50x50x10	157	0.4335232	0.00050134025
256	100x50x50x10	64	0.05841512	0.00018739264
257	100x50x50x10	161	0.2660976	0.0005035548700000001
258	100x50x50x10	81	0.6243372	0.00033398001
259	100x50x50x10	179	0.26512334	0.00050414455
260	100x50x50x10	147	0.30756676	0.0004886868000000001
261	100x50x50x10	141	0.6406243	0.00050170479
262	100x50x50x10	91	0.73002595	0.00033395999000000005
263	100x50x50x10	124	0.8055487	0.00032766008
264	100x50x50x10	75	0.15535302	0.00033329475
265	100x50x50x10	68	0.763115	0.00033386776
266	100x50x50x10	113	0.31999144	0.00033754795000000005
267	100x50x50x10	16	1.0	0.00017954560000000002
268	100x50x50x10	138	0.07336392	0.00047827211999999997
269	100x50x50x10	191	0.49196774	0.00049651023
270	100x50x50x10	69	0.62229913	0.00032186016000000005
271	100x50x50x10	76	0.794601	0.00037510788
272	100x50x50x10	111	0.26923063	0.00033051027
273	100x50x50x10	73	0.47184366	0.00032591215000000003
274	100x50x50x10	61	0.502441	0.00017905269000000003
275	100x50x50x10	63	0.46779618	0.00017205237000000002
276	100x50x50x10	149	0.19883281	0.00048984793
277	100x50x50x10	104	0.8106741	0.00032093776000000003
278	100x50x50x10	95	0.37178946	0.00032579205000000006
279	100x50x50x10	160	0.41738883	0.0004960256000000001
280	100x50x50x10	73	0.6256502	0.00032000280000000006
281	100x50x50x10	90	0.30875602	0.00031134780000000007
282	100x50x50x10	64	0.42257497	0.00017597248000000002
283	100x50x50x10	113	0.37855062	0.00031684748
284	100x50x50x10	493	0.22677551	0.0012239316600000001
285	100x50x50x10	122	0.5215522	0.00031911052000000004
286	100x50x50x10	221	0.47010174	0.0006135821900000001
287	100x50x50x10	103	0.31000987	0.00032102216000000003
288	100x50x50x10	67	0.54974014	0.00031800746000000004
289	100x50x50x10	102	0.7444756	0.00031258002
290	100x50x50x10	105	0.58326685	0.0003195402
291	100x50x50x10	63	0.19590628	0.00017161767000000003
292	100x50x50x10	74	0.76559347	0.00031652464000000004
293	100x50x50x10	127	0.5505617	0.00032426275000000006
294	100x50x50x10	39	0.69435626	0.00017769492
295	100x50x50x10	43	0.3791178	0.00018384263
296	100x50x50x10	230	0.3432912	0.0006651945000000001
297	100x50x50x10	138	0.9284282	0.0004904230200000001
298	100x50x50x10	161	0.31157324	0.0004991805000000001
299	100x50x50x10	99	0.8842222	0.00031767714
300	100x50x50x10	83	0.41408867	0.00032300778
301	100x50x50x10	94	0.42363816	0.0003175179
302	100x50x50x10	81	0.50256	0.00032972508
303	100x50x50x10	177	0.5370022	0.0004933892700000001
304	100x50x50x10	162	0.7721766	0.00049705488
305	100x50x50x10	204	0.6935681	0.0006430141200000001
306	100x50x50x10	162	0.59525377	0.0004861782
307	100x50x50x10	200	0.68261963	0.0006428359999999999
308	100x50x50x10	122	0.60244745	0.00032609014000000005
309	100x50x50x10	281	0.18707292	0.00080749565
310	100x50x50x10	169	0.38237467	0.0004803825
311	100x50x50x10	68	0.76822084	0.00032382756000000004
312	100x50x50x10	65	0.28217933	0.00033114770000000003
313	100x50x50x10	138	0.6956076	0.0004924474800000001
314	100x50x50x10	77	0.43784115	0.00032826717000000006
315	100x50x50x10	125	0.75445676	0.00033839750000000005
316	100x50x50x10	57	0.66807514	0.00018703979999999998
317	100x50x50x10	59	0.89834845	0.00018562993
318	100x50x50x10	146	0.46460745	0.0004945779200000001
319	100x50x50x10	130	0.7715642	0.0005011149000000001
320	100x50x50x10	93	0.7369559	0.00033526221000000004
321	100x50x50x10	246	0.23275378	0.00069444324
322	100x50x50x10	104	0.9162663	0.00035422712
323	100x50x50x10	156	0.7240296	0.0005015478
324	100x50x50x10	114	0.80879	0.00033208770000000003
325	100x50x50x10	249	0.48525646	0.0006420290700000001
326	100x50x50x10	81	0.52996063	0.00033768252
327	100x50x50x10	41	0.29608193	0.00018547252
328	100x50x50x10	106	0.25536534	0.00033866046000000007
329	100x50x50x10	113	0.46983418	0.00033929041
330	100x50x50x10	131	0.33925387	0.0005446849
331	100x50x50x10	70	0.6703376	0.0003565478
332	100x50x50x10	52	0.49818927	0.00019368751999999999
333	100x50x50x10	173	0.3043084	0.00051661779
334	100x50x50x10	71	0.30910268	0.00031840234000000007
335	100x50x50x10	73	0.7731862	0.00031672218
336	100x50x50x10	70	0.36734316	0.0003204978
337	100x50x50x10	57	0.7091144	0.00017683509000000002
338	100x50x50x10	163	0.58684474	0.00047905048000000005
339	100x50x50x10	42	0.7722273	0.00017935260000000001
340	100x50x50x10	226	0.6629317	0.0006535242
341	100x50x50x10	73	0.6103841	0.0003258428
342	100x50x50x10	163	0.2823524	0.00048101952
343	100x50x50x10	190	0.7377287	0.0004884919000000001
344	100x50x50x10	58	0.8449549	0.00017947752000000003
345	100x50x50x10	46	0.7980093	0.00017999248000000003
346	100x50x50x10	92	0.7828411	0.0003250378400000001
347	100x50x50x10	56	1.0	0.00018392472
348	100x50x50x10	326	0.4135199	0.00093434208
349	100x50x50x10	72	1.0	0.00032837759999999996
350	100x50x50x10	38	0.7389535	0.00017878506
351	100x50x50x10	126	0.2930237	0.00033011244
352	100x50x50x10	178	0.3628544	0.00048461924000000006
353	100x50x50x10	71	0.78934544	0.00032458502000000004
354	100x50x50x10	118	0.4928127	0.00032739808
355	100x50x50x10	122	0.5548686	0.00032831053999999996
356	100x50x50x10	177	0.0	0.00048626679000000005
357	100x50x50x10	131	0.29628414	0.0004925324900000001
358	100x50x50x10	25	0.89430195	0.000181805
359	100x50x50x10	105	0.0	0.00033759705
360	100x50x50x10	84	0.75178474	0.00032855508
361	100x50x50x10	97	0.3101408	0.0003332629
362	100x50x50x10	87	0.65121984	0.00032794998
363	100x50x50x10	49	0.23517987	0.00018568011000000005
364	100x50x50x10	80	0.560967	0.0003205504
365	100x50x50x10	87	0.6541817	0.00032667978
366	100x50x50x10	107	0.7573622	0.00033778509
367	100x50x50x10	124	0.7455225	0.000333715
368	100x50x50x10	92	0.74177885	0.00032024464000000006
369	100x50x50x10	56	0.6448245	0.00018432008
370	100x50x50x10	166	0.55462277	0.00048689294
371	100x50x50x10	134	0.6392231	0.00049140212
372	100x50x50x10	86	0.79446626	0.00032366014
373	100x50x50x10	484	0.45866552	0.0013102073600000002
374	100x50x50x10	92	0.58205247	0.00032100732
375	100x50x50x10	85	0.85758394	0.00033100785000000004
376	100x50x50x10	57	0.6140024	0.00017517981000000004
377	100x50x50x10	50	0.6660298	0.00018370750000000003
378	100x50x50x10	67	0.099750265	0.00035010783000000005
379	100x50x50x10	88	0.69915134	0.00031821504
380	100x50x50x10	134	0.3207857	0.0005094144
381	100x50x50x10	217	0.7426546	0.00063428449
382	100x50x50x10	65	0.90954304	0.00033667725
383	100x50x50x10	52	0.6746277	0.00018542992000000004
384	100x50x50x10	85	0.6295986	0.00033142265000000006
385	100x50x50x10	55	0.5465866	0.0001736526
386	100x50x50x10	157	0.41124374	0.00049059517
387	100x50x50x10	67	0.42912322	0.00031645507000000004
388	100x50x50x10	53	1.0	0.00018386230000000002
389	100x50x50x10	78	0.5999767	0.00031279482000000006
390	100x50x50x10	114	0.32832617	0.00033284465999999996
391	100x50x50x10	155	0.53808755	0.00048496555000000004
392	100x50x50x10	19	0.41785112	0.00018691744000000002
393	100x50x50x10	94	0.13970122	0.00032530768000000004
394	100x50x50x10	46	0.56498843	0.00018307264000000002
395	100x50x50x10	105	0.51353484	0.00032424
396	100x50x50x10	114	0.8954499	0.00033167274
397	100x50x50x10	114	0.57768756	0.0004454721
398	100x50x50x10	106	0.5891628	0.00032878762
399	100x50x50x10	10	0.3811934	0.000177477
400	100x50x50x10	88	0.40845683	0.00032857000000000003
401	100x50x50x10	136	0.4332227	0.00048451496000000003
402	100x50x50x10	81	0.6025761	0.00033096762
403	100x50x50x10	106	0.9056312	0.00030993022
404	100x50x50x10	126	0.5305673	0.00032298462
405	100x50x50x10	58	0.9052116	0.0001762301
406	100x50x50x10	175	0.53454006	0.00046951800000000004
407	100x50x50x10	94	0.7347014	0.000316545
408	100x50x50x10	124	0.88655406	0.00031655464
409	100x50x50x10	102	0.43099558	0.00031059204000000005
410	100x50x50x10	56	0.4049173	0.0001760948
411	100x50x50x10	62	0.5496232	0.00017161972
412	100x50x50x10	57	0.5071367	0.00017190003000000002
413	100x50x50x10	58	0.613064	0.00017446980000000001
414	100x50x50x10	149	0.51695037	0.0004943253800000001
415	100x50x50x10	115	0.6739312	0.00031721025000000004
416	100x50x50x10	467	0.7510678	0.0012201028800000002
417	100x50x50x10	124	0.45491925	0.00031657200000000004
418	100x50x50x10	78	0.6324436	0.00031427526000000003
419	100x50x50x10	253	0.49925357	0.00061109114
420	100x50x50x10	93	0.50308263	0.00031263717
421	100x50x50x10	85	0.6243918	0.00031002220000000004
422	100x50x50x10	134	0.09641996	0.0004736431
423	100x50x50x10	136	0.81379145	0.0004781352
424	100x50x50x10	99	0.416237	0.00030978783000000005
425	100x50x50x10	144	0.15958908	0.00047548800000000004
426	100x50x50x10	76	0.6175341	0.0003192699200000001
427	100x50x50x10	277	0.41126543	0.0007809738000000001
428	100x50x50x10	104	0.673221	0.00031312736000000004
429	100x50x50x10	174	0.3929112	0.00048544086000000005
430	100x50x50x10	114	0.30603194	0.0003274422
431	100x50x50x10	92	0.35257456	0.00033065996000000003
432	100x50x50x10	127	0.5188239	0.00032785303999999997
433	100x50x50x10	88	0.17421314	0.00032425008
434	100x50x50x10	91	0.41745844	0.00032821516000000004
435	100x50x50x10	39	0.65257865	0.00017985513000000003
436	100x50x50x10	70	0.20403549	0.0003265003
437	100x50x50x10	59	0.5128535	0.00017548488
438	100x50x50x10	93	0.6259798	0.00032064261000000005
439	100x50x50x10	95	0.8527815	0.00032829720000000003
440	100x50x50x10	147	0.4703042	0.0004859202600000001
441	100x50x50x10	54	0.6462633	0.00017329518000000003
442	100x50x50x10	239	0.6067606	0.0006476900000000001
443	100x50x50x10	44	0.46117824	0.00017535496
444	100x50x50x10	89	0.38280421	0.00032059224000000004
445	100x50x50x10	143	0.36280847	0.00047294533000000004
446	100x50x50x10	99	0.22518046	0.00032253210000000003
447	100x50x50x10	65	0.56731194	0.00032187740000000006
448	100x50x50x10	132	0.5742338	0.00047273952000000005
449	100x50x50x10	62	0.4529189	0.00017763496
450	100x50x50x10	110	0.6885851	0.0003299296
451	100x50x50x10	174	0.76048446	0.00047960664000000003
452	100x50x50x10	53	0.86512756	0.00017798248
453	100x50x50x10	174	0.24366984	0.00047975454000000005
454	100x50x50x10	76	0.5259309	0.0003207276000000001
455	100x50x50x10	122	0.42109558	0.00031576772
456	100x50x50x10	81	0.53339434	0.00031792500000000004
457	100x50x50x10	114	0.39309207	0.00032900286000000004
458	100x50x50x10	160	0.7205414	0.0004854496000000001
459	100x50x50x10	93	0.270093	0.00031245489000000006
460	100x50x50x10	132	0.5824299	0.0004719396000000001
461	100x50x50x10	143	0.38766983	0.0004959997900000001
462	100x50x50x10	150	0.37276086	0.0004922895000000001
463	100x50x50x10	87	0.85252744	0.00031944486000000003
464	100x50x50x10	15	1.0	0.0001813005
465	100x50x50x10	96	0.27286673	0.0003256377600000001
466	100x50x50x10	128	0.18482514	0.00032628736000000005
467	100x50x50x10	79	0.71633595	0.00032909504
468	100x50x50x10	158	0.46059963	0.0004960094000000001
469	100x50x50x10	90	0.6135391	0.0003266523
470	100x50x50x10	117	0.4347915	0.00032078241
471	100x50x50x10	99	0.58002496	0.00032560011
472	100x50x50x10	193	0.24618725	0.0006404357600000001
473	100x50x50x10	74	0.5304929	0.00033248718000000006
474	100x50x50x10	113	0.63525593	0.00033548457000000004
475	100x50x50x10	81	0.72233427	0.00031456269
476	100x50x50x10	167	0.5942726	0.0004757045100000001
477	100x50x50x10	148	0.3874733	0.0004697179600000001
478	100x50x50x10	103	0.5255059	0.00031248243000000006
479	100x50x50x10	100	0.6117151	0.00032997200000000005
480	100x50x50x10	111	0.7366479	0.00032191776
481	100x50x50x10	103	0.5734602	0.00031962960000000003
482	100x50x50x10	48	0.39249435	0.00017946480000000003
483	100x50x50x10	162	0.77436155	0.00046776528000000005
484	100x50x50x10	94	0.6741055	0.00032353954000000003
485	100x50x50x10	112	0.34702834	0.00033329968000000006
486	100x50x50x10	171	0.49702355	0.0004962779100000001
487	100x50x50x10	67	0.6366824	0.00032489975000000006
488	100x50x50x10	71	0.5518162	0.00032166976
489	100x50x50x10	80	0.26604354	0.0003216704
490	100x50x50x10	44	0.493565	0.00018430016000000005
491	100x50x50x10	72	0.53549063	0.0003222878400000001
492	100x50x50x10	177	0.3024466	0.0004883996400000001
493	100x50x50x10	68	0.25133482	0.00032597976
494	100x50x50x10	100	0.51202154	0.00032771499999999996
495	100x50x50x10	58	0.7807329	0.00017806986
496	100x50x50x10	148	0.32881364	0.0004858144400000001
497	100x50x50x10	154	0.6980975	0.00047683482
498	100x50x50x10	154	0.5335858	0.00048947206
499	100x50x50x10	135	0.8990684	0.0004894074000000001
500	100x50x50x10	119	0.5119187	0.00032239004000000004
501	100x50x50x10	184	0.03684862	0.00047334552000000005
502	100x50x50x10	65	0.59869426	0.00036313225
503	100x50x50x10	41	0.0	0.0001836349
504	100x50x50x10	91	0.9537125	0.00032695481000000003
505	100x50x50x10	155	0.6699062	0.00047328785
506	100x50x50x10	155	0.5172087	0.0004943973
507	100x50x50x10	57	0.0	0.00018181974000000003
508	100x50x50x10	197	0.4809501	0.00066215049
509	100x50x50x10	54	0.4815898	0.00017096238
510	100x50x50x10	81	0.40504736	0.0003305626200000001
511	100x50x50x10	325	0.48397014	0.000957307
512	100x50x50x10	103	0.18164477	0.00033622496
513	100x50x50x10	60	0.448304	0.00018261240000000002
514	100x50x50x10	121	0.6080197	0.0003292652
515	100x50x50x10	139	0.11279295	0.0004979049500000001
516	100x50x50x10	59	0.39286518	0.00017363228
517	100x50x50x10	66	0.47688374	0.00045164724
518	100x50x50x10	133	0.65559894	0.00047430992
519	100x50x50x10	96	0.06639529	0.00032107968000000004
520	100x50x50x10	161	0.48567164	0.00048311752999999997
521	100x50x50x10	124	0.5186334	0.0003131272800000001
522	100x50x50x10	259	0.8558622	0.00079232503
523	100x50x50x10	31	0.5712815	0.00017225243
524	100x50x50x10	105	0.26533136	0.00031970505
525	100x50x50x10	88	0.7048762	0.00032018272000000007
