qid	model	docs_per_query	nDCG	avg_time_doc (sec)	avg_energy_doc (joules)	time	energy
0	150_64	103	0.2791249	2.70754e-06	0.000157001	0.00027887662	0.016171103
1	150_64	31	0.8223067	2.70754e-06	0.000157001	8.393374000000001e-05	0.004867031
2	150_64	78	0.6668665	2.70754e-06	0.000157001	0.00021118812	0.012246078
3	150_64	76	0.8466679	2.70754e-06	0.000157001	0.00020577304	0.011932076
4	150_64	40	0.8930028	2.70754e-06	0.000157001	0.0001083016	0.00628004
5	150_64	113	0.7547661	2.70754e-06	0.000157001	0.00030595202	0.017741113
6	150_64	102	0.5991997	2.70754e-06	0.000157001	0.00027616908	0.016014102
7	150_64	103	0.45376506	2.70754e-06	0.000157001	0.00027887662	0.016171103
8	150_64	112	0.30189812	2.70754e-06	0.000157001	0.00030324448	0.017584112
9	150_64	122	0.484919	2.70754e-06	0.000157001	0.00033031988	0.019154122
10	150_64	89	0.30113077	2.70754e-06	0.000157001	0.00024097106	0.013973089
11	150_64	39	0.7325192	2.70754e-06	0.000157001	0.00010559406	0.006123039
12	150_64	129	0.659855	2.70754e-06	0.000157001	0.00034927266	0.020253129
13	150_64	42	0.53464353	2.70754e-06	0.000157001	0.00011371668	0.006594042
14	150_64	93	0.25772616	2.70754e-06	0.000157001	0.00025180122	0.014601093
15	150_64	151	0.4693193	2.70754e-06	0.000157001	0.00040883854	0.023707151
16	150_64	165	0.47952363	2.70754e-06	0.000157001	0.0004467441	0.025905165
17	150_64	73	0.3228059	2.70754e-06	0.000157001	0.00019765042	0.011461073
18	150_64	93	0.31882274	2.70754e-06	0.000157001	0.00025180122	0.014601093
19	150_64	114	0.42288977	2.70754e-06	0.000157001	0.00030865956	0.017898114
20	150_64	79	0.68184566	2.70754e-06	0.000157001	0.00021389566	0.012403079
21	150_64	62	0.6243984	2.70754e-06	0.000157001	0.00016786748	0.009734062
22	150_64	140	0.64085793	2.70754e-06	0.000157001	0.0003790556	0.02198014
23	150_64	355	0.3118808	2.70754e-06	0.000157001	0.0009611767	0.055735355
24	150_64	89	0.4916181	2.70754e-06	0.000157001	0.00024097106	0.013973089
25	150_64	125	0.5027353	2.70754e-06	0.000157001	0.0003384425	0.019625125
26	150_64	160	0.5868544	2.70754e-06	0.000157001	0.0004332064	0.02512016
27	150_64	168	0.75495756	2.70754e-06	0.000157001	0.00045486672	0.026376168
28	150_64	160	0.51180124	2.70754e-06	0.000157001	0.0004332064	0.02512016
