qid	model	doc_per_query	nDCG	time
0	50x25x25x10	103	0.32334378	0.00015343498
1	50x25x25x10	31	0.8694301	8.873998e-05
2	50x25x25x10	78	0.6737457	0.00016083288
3	50x25x25x10	76	0.6156057	0.00015816740000000002
4	50x25x25x10	40	0.6084143	8.660240000000001e-05
5	50x25x25x10	113	0.5964381	0.00015770732
6	50x25x25x10	102	0.4837914	0.00015638742000000002
7	50x25x25x10	103	0.4904116	0.00015244
8	50x25x25x10	112	0.44487095	0.00015909712000000003
9	50x25x25x10	122	0.47175905	0.00015676756000000002
10	50x25x25x10	89	0.30554926	0.0001558123
11	50x25x25x10	39	0.7331033	8.734245000000001e-05
12	50x25x25x10	129	0.54134095	0.00023029209000000004
13	50x25x25x10	42	0.56169647	8.262744e-05
14	50x25x25x10	93	0.26547983	0.00016136523000000001
15	50x25x25x10	151	0.415491	0.00024032556
16	50x25x25x10	165	0.37600362	0.00023596485000000004
17	50x25x25x10	73	0.26106843	0.00015871003000000002
18	50x25x25x10	93	0.15268475	0.0001565097
19	50x25x25x10	114	0.335182	0.00015524976000000002
20	50x25x25x10	79	0.60967225	0.00015906966
21	50x25x25x10	62	0.6125631	8.547754e-05
22	50x25x25x10	140	0.5943153	0.0002386804
23	50x25x25x10	355	0.31162447	0.00048373365000000003
24	50x25x25x10	89	0.49782395	0.00015925482
25	50x25x25x10	125	0.41699886	0.00015790000000000002
26	50x25x25x10	160	0.36719188	0.00023691680000000005
27	50x25x25x10	168	0.7387698	0.00023436000000000005
28	50x25x25x10	160	0.4902139	0.0002367648
29	50x25x25x10	150	0.21495733	0.0002394795
30	50x25x25x10	67	0.7575842	0.00015884226
31	50x25x25x10	187	0.5163803	0.00023059531
32	50x25x25x10	180	0.35339293	0.00022692960000000002
33	50x25x25x10	180	0.39949083	0.000239787
34	50x25x25x10	128	0.61563253	0.00015517440000000003
35	50x25x25x10	51	0.5407737	9.199227000000001e-05
36	50x25x25x10	99	0.8354872	0.00016483995
37	50x25x25x10	128	0.74186724	0.00016061952000000004
38	50x25x25x10	78	0.49151847	0.00015495714000000004
39	50x25x25x10	51	0.6900747	8.940249e-05
40	50x25x25x10	67	0.3283295	0.00015845232000000003
41	50x25x25x10	29	0.4911493	9.314249e-05
42	50x25x25x10	59	0.1012249	9.053255e-05
43	50x25x25x10	284	0.4435222	0.0003921756
44	50x25x25x10	52	0.512689	8.962512e-05
45	50x25x25x10	114	0.61657834	0.00017647998000000002
46	50x25x25x10	132	0.6088617	0.00024041952
