qid	model	doc_per_query	nDCG	time
43	100x25x25x10	284	0.5264327	0.0005463308000000001
44	100x25x25x10	52	0.51195943	0.00011664744
45	100x25x25x10	114	0.67859054	0.00021621012000000003
46	100x25x25x10	132	0.7191536	0.00031373496000000004
47	100x25x25x10	86	0.64082307	0.0002144152
48	100x25x25x10	77	0.34375483	0.00020561002
49	100x25x25x10	130	0.36972523	0.0003206502000000001
50	100x25x25x10	85	0.5116314	0.00022200725
51	100x25x25x10	83	0.62087077	0.00021720021000000002
52	100x25x25x10	66	0.754929	0.00021984996000000006
53	100x25x25x10	125	0.30069196	0.00021766500000000002
54	100x25x25x10	80	0.5569418	0.0002196328
55	100x25x25x10	169	0.8306962	0.00032678178000000003
56	100x25x25x10	78	0.7043699	0.00022212528
57	100x25x25x10	54	0.31546488	0.00011641266000000002
58	100x25x25x10	49	0.5398421	0.00012341483
59	100x25x25x10	89	0.0	0.00021859023000000004
60	100x25x25x10	79	0.19444011	0.00021533978
61	100x25x25x10	64	0.8129819	0.00012311744
62	100x25x25x10	110	0.70101386	0.00021258270000000005
63	100x25x25x10	67	0.5232722	0.00022223967000000003
64	100x25x25x10	61	0.47531882	0.00011834731999999999
65	100x25x25x10	113	0.64758766	0.00020290053999999998
66	100x25x25x10	117	0.6872865	0.00022219002000000001
67	100x25x25x10	143	0.37484625	0.00032352749000000004
68	100x25x25x10	76	0.57394737	0.00021808276
69	100x25x25x10	95	0.35340425	0.00022247005000000002
70	100x25x25x10	34	0.34301847	0.00012589486000000002
71	100x25x25x10	175	0.61326545	0.00032452175
72	100x25x25x10	92	0.30250752	0.00021845492000000002
73	100x25x25x10	85	0.3865503	0.0002022779
74	100x25x25x10	53	0.7803555	0.00011543983000000002
75	100x25x25x10	128	0.49167854	0.0002113344
76	100x25x25x10	129	0.6571664	0.00031662276
77	100x25x25x10	109	0.36497992	0.00020991983000000002
78	100x25x25x10	103	0.37734368	0.00021504030999999998
79	100x25x25x10	129	0.36670434	0.0004317372
80	100x25x25x10	71	0.8691666	0.00020883514000000003
81	100x25x25x10	83	0.35400054	0.00020739459000000001
82	100x25x25x10	175	0.48384377	0.000333837
83	100x25x25x10	82	0.047784634	0.00021586499999999998
84	100x25x25x10	120	0.26169878	0.00022164480000000004
85	100x25x25x10	53	0.9066151	0.00015859243000000003
86	100x25x25x10	97	0.82504314	0.00022178274000000004
87	100x25x25x10	103	0.48968068	0.00021518966
88	100x25x25x10	44	0.0	0.00013186008000000003
89	100x25x25x10	82	0.72664845	0.00021446526000000005
90	100x25x25x10	136	0.5375409	0.00033388272
91	100x25x25x10	61	0.58546466	0.00011736522
92	100x25x25x10	99	0.5268224	0.00021684465
93	100x25x25x10	167	0.104058966	0.00031807822
94	100x25x25x10	113	0.57585406	0.00022474796000000003
95	100x25x25x10	164	0.3002829	0.00032690284
96	100x25x25x10	36	0.7190641	0.00015002244
97	100x25x25x10	145	0.4083798	0.00033014035000000005
98	100x25x25x10	175	0.05318472	0.0003328027500000001
99	100x25x25x10	89	0.3283496	0.00022346031
100	100x25x25x10	134	0.18596421	0.0003384706
101	100x25x25x10	42	0.93151945	0.00012268494
102	100x25x25x10	155	0.4310094	0.00032992060000000003
103	100x25x25x10	60	0.44794366	0.00012016500000000001
104	100x25x25x10	142	0.33317497	0.00033442562000000003
105	100x25x25x10	187	0.6962993	0.00031502581000000004
106	100x25x25x10	71	0.49148545	0.00020802716000000002
107	100x25x25x10	103	0.3127094	0.00021305035
108	100x25x25x10	175	0.5291818	0.00032354175
109	100x25x25x10	113	0.6503096	0.00023415747000000002
110	100x25x25x10	172	0.48719472	0.00032646804000000006
111	100x25x25x10	169	0.3951094	0.00034236527
112	100x25x25x10	147	0.4330361	0.00032865525
113	100x25x25x10	121	0.66817254	0.00021473749
114	100x25x25x10	198	0.80362946	0.00042349032
115	100x25x25x10	75	0.2358337	0.00022085475
116	100x25x25x10	114	0.71381676	0.00021614286
117	100x25x25x10	110	0.21801317	0.00021898800000000004
118	100x25x25x10	84	0.5844242	0.00020972028000000004
119	100x25x25x10	118	0.34212598	0.00021528746
120	100x25x25x10	112	0.40061995	0.00021438032
121	100x25x25x10	107	0.32903865	0.000224593
122	100x25x25x10	79	0.47951323	0.00022006714000000002
123	100x25x25x10	127	0.24213038	0.00022552279000000004
124	100x25x25x10	142	0.869874	0.00031637742
125	100x25x25x10	167	0.44599792	0.00032031268
126	100x25x25x10	70	0.438217	0.0002292878
127	100x25x25x10	176	0.30354887	0.00031857936000000007
128	100x25x25x10	86	0.33587882	0.00021899728
129	100x25x25x10	121	0.57825375	0.0002153074
130	100x25x25x10	137	0.52666515	0.0003302645300000001
131	100x25x25x10	226	0.4882813	0.00042502238
132	100x25x25x10	21	0.48289678	0.00011536749000000002
133	100x25x25x10	83	0.5006962	0.00022154028000000002
134	100x25x25x10	101	0.70762086	0.00023875996000000002
135	100x25x25x10	151	0.39144972	0.00032533554000000007
136	100x25x25x10	109	0.5138982	0.00021225788
137	100x25x25x10	72	0.89161783	0.00022008240000000003
138	100x25x25x10	114	0.4105006	0.00022243793999999998
139	100x25x25x10	73	0.68912524	0.00021520764999999998
140	100x25x25x10	70	0.44112787	0.00034434750000000006
141	100x25x25x10	53	0.88864213	0.00011477998000000002
142	100x25x25x10	131	0.3390057	0.00033669227000000004
143	100x25x25x10	112	0.04956208	0.000224812
144	100x25x25x10	129	0.40544835	0.00033708732
145	100x25x25x10	180	0.32648095	0.0003384144
146	100x25x25x10	64	0.33580622	0.00012783488000000002
147	100x25x25x10	74	1.0	0.00023119746000000002
148	100x25x25x10	107	0.7256761	0.0002298574
149	100x25x25x10	190	0.53385866	0.00032732060000000007
150	100x25x25x10	133	0.4985976	0.0003305528800000001
151	100x25x25x10	78	0.26878786	0.00021311784000000006
152	100x25x25x10	142	0.6662116	0.00041821982000000003
153	100x25x25x10	99	0.7028878	0.00021790494
154	100x25x25x10	140	0.57215506	0.00033435500000000005
155	100x25x25x10	106	0.6275314	0.00022041216000000003
156	100x25x25x10	107	0.57730955	0.00022657785000000001
157	100x25x25x10	88	0.73502296	0.00022657711999999998
158	100x25x25x10	94	0.366455	0.00022149220000000001
159	100x25x25x10	198	0.6443704	0.0004692916800000001
160	100x25x25x10	64	0.9458906	0.00012313984
161	100x25x25x10	97	0.8130826	0.00023088522
162	100x25x25x10	118	0.2381982	0.00022389792
163	100x25x25x10	165	0.35879382	0.00033557205000000004
164	100x25x25x10	95	0.81441665	0.0002212797
165	100x25x25x10	121	0.44063288	0.00022071489000000002
166	100x25x25x10	95	0.690299	0.00022771215
167	100x25x25x10	116	0.5311901	0.00023475732000000004
168	100x25x25x10	134	0.6091371	0.0003377202
169	100x25x25x10	68	0.4123145	0.00022167252
170	100x25x25x10	84	0.590883	0.00022198512000000002
171	100x25x25x10	112	0.52802736	0.00022847552000000002
172	100x25x25x10	144	0.6772165	0.00032610816000000004
173	100x25x25x10	83	0.3019601	0.00022157265000000002
174	100x25x25x10	116	0.8061114	0.00022794000000000002
175	100x25x25x10	97	0.5225377	0.00022411268000000002
176	100x25x25x10	211	0.49416158	0.00044498001000000005
177	100x25x25x10	91	0.8302011	0.00022509760000000002
178	100x25x25x10	107	0.35828665	0.00024719033000000003
179	100x25x25x10	157	0.5868086	0.00036707071000000003
180	100x25x25x10	153	0.48259076	0.00034370532000000005
181	100x25x25x10	109	0.6747772	0.00022396012000000005
182	100x25x25x10	148	0.34322947	0.00033928260000000004
183	100x25x25x10	32	0.77595276	0.00012604992
184	100x25x25x10	93	0.30110314	0.00021561771000000001
185	100x25x25x10	118	0.61151254	0.00022313800000000003
186	100x25x25x10	113	0.5272559	0.00021729448
187	100x25x25x10	97	0.31380233	0.00023127710000000004
188	100x25x25x10	99	0.43307	0.00022473
189	100x25x25x10	93	0.088118054	0.00022359711000000002
190	100x25x25x10	127	0.5606114	0.00022122511000000002
191	100x25x25x10	108	0.7221406	0.00023120964000000003
192	100x25x25x10	139	0.65361154	0.0003386053900000001
193	100x25x25x10	125	0.9222402	0.000236345
194	100x25x25x10	84	0.703981	0.0002186478
195	100x25x25x10	68	0.49748054	0.00021955024
196	100x25x25x10	27	0.5945851	0.00012057255000000001
197	100x25x25x10	112	0.55604655	0.00022549968
198	100x25x25x10	191	0.34291428	0.0003417372
199	100x25x25x10	75	0.47876233	0.00022447500000000002
200	100x25x25x10	79	0.44653752	0.00021810715000000004
201	100x25x25x10	117	0.21925232	0.00021967803000000002
202	100x25x25x10	106	0.8184578	0.00022003798
203	100x25x25x10	81	0.4729	0.00022828473
204	100x25x25x10	73	0.32921237	0.00022167472000000002
205	100x25x25x10	106	0.6685029	0.0002123922
206	100x25x25x10	90	0.68604857	0.0002170476
207	100x25x25x10	64	0.4354759	0.00012362240000000002
208	100x25x25x10	89	0.3891233	0.00021383496000000003
209	100x25x25x10	118	0.0	0.00022646442000000003
210	100x25x25x10	85	0.55759656	0.00022979750000000002
211	100x25x25x10	79	0.4644525	0.00021542273000000004
212	100x25x25x10	50	0.9733361	0.00012162250000000002
213	100x25x25x10	229	0.25308442	0.0004480018600000001
214	100x25x25x10	53	1.0	0.0001185027
215	100x25x25x10	100	0.0	0.00022763
216	100x25x25x10	109	0.3743165	0.0002258371
217	100x25x25x10	65	0.9799215	0.00021867755000000002
218	100x25x25x10	162	0.38868424	0.0003370572
219	100x25x25x10	34	1.0	0.0001249075
220	100x25x25x10	202	0.38041046	0.00044061048
221	100x25x25x10	120	0.40691173	0.00022397760000000003
222	100x25x25x10	71	0.851211	0.00023039002999999998
223	100x25x25x10	103	0.5362096	0.00022565961000000004
224	100x25x25x10	142	0.6271597	0.00032904808000000003
225	100x25x25x10	109	0.0	0.00021893522000000003
226	100x25x25x10	138	0.42665163	0.00033692700000000005
227	100x25x25x10	138	0.4005221	0.00032266470000000003
228	100x25x25x10	74	0.85892415	0.00022445235999999998
229	100x25x25x10	108	0.6273083	0.00021518460000000003
230	100x25x25x10	110	0.018471522	0.0002227203
231	100x25x25x10	154	0.30604592	0.0003244918600000001
232	100x25x25x10	202	0.6721617	0.00043524536000000004
233	100x25x25x10	149	0.16168812	0.00032691941000000005
234	100x25x25x10	68	0.18461688	0.00021380764
235	100x25x25x10	55	0.6574111	0.00011832260000000001
236	100x25x25x10	49	0.0	0.00012331487
237	100x25x25x10	104	0.22051568	0.00021778744000000005
238	100x25x25x10	180	0.7117322	0.00032804460000000003
239	100x25x25x10	124	0.81391764	0.0002251902
240	100x25x25x10	73	0.38364914	0.00021669247000000004
241	100x25x25x10	94	0.34967655	0.0002315596
242	100x25x25x10	100	0.6987604	0.000217765
243	100x25x25x10	121	0.4420387	0.00021751807
244	100x25x25x10	107	0.6465994	0.00022014715000000004
245	100x25x25x10	206	0.12708025	0.00043688686
246	100x25x25x10	85	0.0	0.00022565035000000005
247	100x25x25x10	111	0.5376162	0.00021988212
248	100x25x25x10	140	0.38904515	0.0003307556
249	100x25x25x10	10	0.4838129	0.00013193700000000002
250	100x25x25x10	128	0.08834126	0.00022509056000000004
251	100x25x25x10	165	0.5202717	0.00032855295
252	100x25x25x10	100	0.3714883	0.000221743
253	100x25x25x10	77	0.7045457	0.00022958243
254	100x25x25x10	87	0.3925945	0.00022690992
255	100x25x25x10	157	0.26962823	0.00032554735000000004
256	100x25x25x10	64	0.063750125	0.00012372032
257	100x25x25x10	161	0.21750753	0.00032810995
258	100x25x25x10	81	0.6324443	0.00023408028000000003
259	100x25x25x10	179	0.2559684	0.00033411245000000006
260	100x25x25x10	147	0.2588908	0.00031315557
261	100x25x25x10	141	0.5533726	0.00033912051
262	100x25x25x10	91	0.71369547	0.00021376719000000004
263	100x25x25x10	124	0.7883711	0.000230113
264	100x25x25x10	75	0.16723308	0.00021483975000000002
265	100x25x25x10	68	0.69493806	0.00022525748
266	100x25x25x10	113	0.28498566	0.00022804304000000001
267	100x25x25x10	16	1.0	0.00012222752000000002
268	100x25x25x10	138	0.07074212	0.00033037062000000004
269	100x25x25x10	191	0.40234128	0.00033566913
270	100x25x25x10	69	0.60990757	0.00021489222
271	100x25x25x10	76	0.64162743	0.00022008004000000002
272	100x25x25x10	111	0.27078137	0.00022227750000000003
273	100x25x25x10	73	0.47600833	0.00022436477000000002
274	100x25x25x10	61	0.51192796	0.00011965028000000001
275	100x25x25x10	63	0.47725728	0.00012842739
276	100x25x25x10	149	0.23158836	0.00032842282
277	100x25x25x10	104	0.80035526	0.00021641984000000003
278	100x25x25x10	95	0.30824274	0.00021730775000000004
279	100x25x25x10	160	0.51293224	0.0003303792
280	100x25x25x10	73	0.5351647	0.00022076222000000004
281	100x25x25x10	90	0.2592677	0.0002146779
282	100x25x25x10	64	0.38431135	0.00012483264
283	100x25x25x10	113	0.34683254	0.00022241451000000004
284	100x25x25x10	493	0.2864567	0.0009028309
285	100x25x25x10	122	0.504061	0.00025328298
286	100x25x25x10	221	0.45795768	0.00042564821000000007
287	100x25x25x10	103	0.34085026	0.00022108950000000003
288	100x25x25x10	67	0.58923227	0.00021829002
289	100x25x25x10	102	0.6956117	0.00022855242000000003
290	100x25x25x10	105	0.51302314	0.00021921795
291	100x25x25x10	63	0.22880685	0.00011680767
292	100x25x25x10	74	0.7506373	0.00022399726000000002
293	100x25x25x10	127	0.59376293	0.00021765514
294	100x25x25x10	39	0.73328143	0.00012191751000000003
295	100x25x25x10	43	0.4886416	0.00012239993
296	100x25x25x10	230	0.39329097	0.0004695818
297	100x25x25x10	138	0.8910153	0.00033321756000000006
298	100x25x25x10	161	0.35225388	0.00031775282
299	100x25x25x10	99	0.86712915	0.00022395483
300	100x25x25x10	83	0.40164796	0.00022745486000000001
301	100x25x25x10	94	0.3591252	0.00022125720000000003
302	100x25x25x10	81	0.4963652	0.0002274804
303	100x25x25x10	177	0.5063752	0.00034627572000000005
304	100x25x25x10	162	0.8153162	0.00034420302000000004
305	100x25x25x10	204	0.6559764	0.0004222698000000001
306	100x25x25x10	162	0.5381107	0.00032656446000000006
307	100x25x25x10	200	0.60725987	0.00042760000000000004
308	100x25x25x10	122	0.65710056	0.00022819734000000002
309	100x25x25x10	281	0.15628771	0.00055211442
310	100x25x25x10	169	0.5646406	0.00033137689000000006
311	100x25x25x10	68	0.77881414	0.00021557768000000002
312	100x25x25x10	65	0.35256833	0.00020606495
313	100x25x25x10	138	0.70097625	0.00032976204000000005
314	100x25x25x10	77	0.41580823	0.00021639772000000003
315	100x25x25x10	125	0.6197624	0.00020554500000000004
316	100x25x25x10	57	0.69690317	0.00012369228
317	100x25x25x10	59	0.91558844	0.00011951748000000001
318	100x25x25x10	146	0.45078513	0.00032937454000000007
319	100x25x25x10	130	0.77221644	0.00032562530000000006
320	100x25x25x10	93	0.6308406	0.00021735030000000005
321	100x25x25x10	246	0.24180624	0.00043570782000000005
322	100x25x25x10	104	0.8608908	0.00022182472000000002
323	100x25x25x10	156	0.68967324	0.0003135678
324	100x25x25x10	114	0.83120555	0.00022017732
325	100x25x25x10	249	0.55174214	0.00043147965
326	100x25x25x10	81	0.4940877	0.00022231745999999998
327	100x25x25x10	41	0.1815418	0.00012048506000000003
328	100x25x25x10	106	0.16586469	0.00021166716000000003
329	100x25x25x10	113	0.32443494	0.00022403041
330	100x25x25x10	131	0.38372177	0.00032616773000000005
331	100x25x25x10	70	0.72036713	0.00022078980000000002
332	100x25x25x10	52	0.49818927	0.0001140074
333	100x25x25x10	173	0.44489765	0.00033153028000000004
334	100x25x25x10	71	0.2836158	0.00021016994000000002
335	100x25x25x10	73	0.78392357	0.00023367519000000003
336	100x25x25x10	70	0.34597015	0.00021782249999999998
337	100x25x25x10	57	0.7091144	0.00012808983
338	100x25x25x10	163	0.36884242	0.00032788754
339	100x25x25x10	42	0.77755314	0.00011984238000000002
340	100x25x25x10	226	0.70891887	0.00042075098000000005
341	100x25x25x10	73	0.57333094	0.00020903477000000005
342	100x25x25x10	163	0.17556167	0.00031973754
343	100x25x25x10	190	0.5470705	0.0003190708
344	100x25x25x10	58	0.90859044	0.00011488234000000001
345	100x25x25x10	46	0.50380987	0.00011002510000000001
346	100x25x25x10	92	0.7945691	0.00021089988
347	100x25x25x10	56	1.0	0.00011886728
348	100x25x25x10	326	0.355032	0.000648903
349	100x25x25x10	72	1.0	0.00021428784000000002
350	100x25x25x10	38	0.74217194	0.00011951494
351	100x25x25x10	126	0.31605044	0.00021885192
352	100x25x25x10	178	0.2327899	0.0003252594
353	100x25x25x10	71	0.79964924	0.00021099283
354	100x25x25x10	118	0.48914889	0.00021364726000000001
355	100x25x25x10	122	0.55632794	0.00022445194000000003
356	100x25x25x10	177	0.05108226	0.00031193241000000005
357	100x25x25x10	131	0.28180856	0.00031971467000000006
358	100x25x25x10	25	0.8965371	0.00012305750000000002
359	100x25x25x10	105	0.0	0.00021958230000000003
360	100x25x25x10	84	0.65974814	0.00021624708000000004
361	100x25x25x10	97	0.332576	0.00021382486000000002
362	100x25x25x10	87	0.6481249	0.00021387732
363	100x25x25x10	49	0.22426718	0.00011757746000000002
364	100x25x25x10	80	0.53802294	0.0002138824
365	100x25x25x10	87	0.62954646	0.00021096717000000003
366	100x25x25x10	107	0.7595595	0.00020684491000000002
367	100x25x25x10	124	0.7386075	0.0002158344
368	100x25x25x10	92	0.3333121	0.00021500216
369	100x25x25x10	56	0.6448245	0.00012105744000000001
370	100x25x25x10	166	0.50514555	0.00032416314
371	100x25x25x10	134	0.60370463	0.00033041988
372	100x25x25x10	86	0.79629964	0.00021284484000000002
373	100x25x25x10	484	0.5968598	0.00087106932
374	100x25x25x10	92	0.5262294	0.00021165244000000003
375	100x25x25x10	85	0.74290127	0.00021425525000000003
376	100x25x25x10	57	0.5796363	0.00011848476000000001
377	100x25x25x10	50	0.66198665	0.00011564250000000001
378	100x25x25x10	67	0.19686924	0.00021352498
379	100x25x25x10	88	0.6748816	0.00021827256000000003
380	100x25x25x10	134	0.16859	0.00031991026000000006
381	100x25x25x10	217	0.563793	0.00042668276
382	100x25x25x10	65	0.901447	0.00021212490000000004
383	100x25x25x10	52	0.6731142	0.00011524240000000002
384	100x25x25x10	85	0.6076862	0.00020988540000000001
385	100x25x25x10	55	0.55546796	0.00011805255000000001
386	100x25x25x10	157	0.3819809	0.00032060499000000005
387	100x25x25x10	67	0.33256614	0.00020853013000000003
388	100x25x25x10	53	1.0	0.00011717240000000001
389	100x25x25x10	78	0.5807289	0.00020734506
390	100x25x25x10	114	0.2209844	0.00021625458000000005
391	100x25x25x10	155	0.6687702	0.00031810495000000004
392	100x25x25x10	19	0.6949862	0.00012150253000000003
393	100x25x25x10	94	0.15666404	0.00022193776
394	100x25x25x10	46	0.6554896	0.00012469266000000002
395	100x25x25x10	105	0.46562886	0.00021494025000000003
396	100x25x25x10	114	0.92560464	0.00021701268
397	100x25x25x10	114	0.57966405	0.00020163522000000002
398	100x25x25x10	106	0.580335	0.00021842784
399	100x25x25x10	10	0.60817873	0.000121967
400	100x25x25x10	88	0.36546683	0.00021203512000000002
401	100x25x25x10	136	0.5458665	0.00032156792
402	100x25x25x10	81	0.6379239	0.00021102282
403	100x25x25x10	106	0.89425313	0.00020991709999999998
404	100x25x25x10	126	0.512069	0.00021202524000000003
405	100x25x25x10	58	0.79676104	0.00012069742
406	100x25x25x10	175	0.51424503	0.00031851925000000005
407	100x25x25x10	94	0.75777245	0.00020679718000000003
408	100x25x25x10	124	0.88477504	0.00021606008000000005
409	100x25x25x10	102	0.37069875	0.00021385218000000004
410	100x25x25x10	56	0.43944323	0.00011614736000000001
411	100x25x25x10	62	0.5583278	0.00011170726000000001
412	100x25x25x10	57	0.4902816	0.00012517998000000002
413	100x25x25x10	58	0.73934597	0.00011939474000000001
414	100x25x25x10	149	0.59542066	0.00032693729
415	100x25x25x10	115	0.61158663	0.0002048955
416	100x25x25x10	467	0.8291754	0.0008504256799999999
417	100x25x25x10	124	0.59866	0.00020332032000000002
418	100x25x25x10	78	0.7065041	0.00020858214000000003
419	100x25x25x10	253	0.38760936	0.00043058323000000006
420	100x25x25x10	93	0.4564337	0.00020268513
421	100x25x25x10	85	0.49051446	0.0002117928
422	100x25x25x10	134	0.07641101	0.00031642492
423	100x25x25x10	136	0.814106	0.00031343512000000005
424	100x25x25x10	99	0.33826342	0.0002048904
425	100x25x25x10	144	0.12647136	0.00030697488
426	100x25x25x10	76	0.7155218	0.00020019996000000004
427	100x25x25x10	277	0.38567707	0.0005449171700000001
428	100x25x25x10	104	0.53907204	0.00020613736
429	100x25x25x10	174	0.32588872	0.00031195068
430	100x25x25x10	114	0.24819124	0.00020304768
431	100x25x25x10	92	0.34400427	0.00020944260000000002
432	100x25x25x10	127	0.5175215	0.00020729194
433	100x25x25x10	88	0.068654284	0.00021082248000000003
434	100x25x25x10	91	0.41730002	0.00021103992000000003
435	100x25x25x10	39	0.6817972	0.00011626017000000001
436	100x25x25x10	70	0.19326535	0.00020032250000000002
437	100x25x25x10	59	0.46565983	0.00010616991000000002
438	100x25x25x10	93	0.65482295	0.00020541468
439	100x25x25x10	95	0.88468343	0.00020236235000000002
440	100x25x25x10	147	0.56599844	0.00029879808
441	100x25x25x10	54	0.578108	0.00011154024000000001
442	100x25x25x10	239	0.68233764	0.0004134556600000001
443	100x25x25x10	44	0.5150975	0.00010671012000000001
444	100x25x25x10	89	0.40442148	0.00020289775000000004
445	100x25x25x10	143	0.295183	0.00034113222000000006
446	100x25x25x10	99	0.1458493	0.00020795247
447	100x25x25x10	65	0.537678	0.00020028255
448	100x25x25x10	132	0.5650966	0.00030309444000000004
449	100x25x25x10	62	0.41803846	0.00011632502000000001
450	100x25x25x10	110	0.75546616	0.00021367720000000005
451	100x25x25x10	174	0.6995239	0.00030961038000000004
452	100x25x25x10	53	0.87804496	0.00011171499000000002
453	100x25x25x10	174	0.25767162	0.00031057434000000004
454	100x25x25x10	76	0.502364	0.00025560244
455	100x25x25x10	122	0.5385674	0.00020953256000000005
456	100x25x25x10	81	0.44350484	0.00020455011
457	100x25x25x10	114	0.38999057	0.00021425274
458	100x25x25x10	160	0.72048926	0.0003157504
459	100x25x25x10	93	0.31600094	0.00020335473000000003
460	100x25x25x10	132	0.56722707	0.00032084448000000007
461	100x25x25x10	143	0.34836608	0.00032069037
462	100x25x25x10	150	0.38211152	0.0003205620000000001
463	100x25x25x10	87	0.80110264	0.00021162750000000002
464	100x25x25x10	15	0.5480419	0.00011462745
465	100x25x25x10	96	0.34073362	0.00021509472000000003
466	100x25x25x10	128	0.27725506	0.00021466496
467	100x25x25x10	79	0.74033684	0.00021453477000000002
468	100x25x25x10	158	0.57373255	0.00031135322000000004
469	100x25x25x10	90	0.59619725	0.0002114253
470	100x25x25x10	117	0.4347915	0.00021356946000000002
471	100x25x25x10	99	0.3691638	0.00021716541
472	100x25x25x10	193	0.067706645	0.0004179704500000001
473	100x25x25x10	74	0.49942738	0.0002070076
474	100x25x25x10	113	0.62740856	0.00021278804000000003
475	100x25x25x10	81	0.738528	0.00020517786
476	100x25x25x10	167	0.60360295	0.00031670214
477	100x25x25x10	148	0.4164967	0.00030531512
478	100x25x25x10	103	0.4605658	0.00020143298
479	100x25x25x10	100	0.6331343	0.00022080500000000002
480	100x25x25x10	111	0.6736103	0.00021270708
481	100x25x25x10	103	0.65082186	0.00020961736
482	100x25x25x10	48	0.42847452	0.00011446272000000001
483	100x25x25x10	162	0.7654335	0.0003230053200000001
484	100x25x25x10	94	0.7262155	0.00021764478000000002
485	100x25x25x10	112	0.3209148	0.00020904800000000004
486	100x25x25x10	171	0.4441125	0.00030946041
487	100x25x25x10	67	0.71569675	0.00021227476
488	100x25x25x10	71	0.64581734	0.00021339476
489	100x25x25x10	80	0.21628776	0.00021338960000000001
490	100x25x25x10	44	0.51154166	0.00010916004000000002
491	100x25x25x10	72	0.55899346	0.00021040272
492	100x25x25x10	177	0.23044747	0.00032433303000000004
493	100x25x25x10	68	0.23739421	0.00020967528000000003
494	100x25x25x10	100	0.6691722	0.00021110200000000004
495	100x25x25x10	58	0.78591853	0.00012019978
496	100x25x25x10	148	0.17594776	0.00031036932000000003
497	100x25x25x10	154	0.6398171	0.00032008438
498	100x25x25x10	154	0.509512	0.00031728928
499	100x25x25x10	135	0.9477345	0.00031545315
500	100x25x25x10	119	0.4445335	0.00020553442000000003
501	100x25x25x10	184	0.08620596	0.00031634936000000003
502	100x25x25x10	65	0.59986	0.00020388485
503	100x25x25x10	41	0.08175843	0.00011463518000000002
504	100x25x25x10	91	0.8133629	0.00020449247
505	100x25x25x10	155	0.6549688	0.0003144423
506	100x25x25x10	155	0.46953782	0.00031295430000000005
507	100x25x25x10	57	0.0	0.00011792502
508	100x25x25x10	197	0.46541992	0.00042502159
509	100x25x25x10	54	0.44539005	0.00011286270000000001
510	100x25x25x10	81	0.37529916	0.00021833226000000003
511	100x25x25x10	325	0.46569806	0.00066880775
512	100x25x25x10	103	0.27300644	0.00021808499000000004
513	100x25x25x10	60	0.448304	0.00011672519999999999
514	100x25x25x10	121	0.61558354	0.0002094994
515	100x25x25x10	139	0.13174018	0.00031042453
516	100x25x25x10	59	0.3848877	0.00011436973000000001
517	100x25x25x10	66	0.5519402	0.00021503526000000002
518	100x25x25x10	133	0.71554136	0.00032333763
519	100x25x25x10	96	0.11749063	0.00022012992000000002
520	100x25x25x10	161	0.44143662	0.00031731812
521	100x25x25x10	124	0.5731866	0.00020620952
522	100x25x25x10	259	0.89271766	0.0005337731
523	100x25x25x10	31	0.6428848	0.00011995760000000002
