qid	model	docs_per_query	nDCG	avg_time_doc (sec)	avg_energy_doc (joules)	time	energy
0	300_64	103	0.3234881	5.40393e-06	0.000317796	0.0005566047899999	0.032732988
1	300_64	31	0.8259753	5.40393e-06	0.000317796	0.00016752183	0.009851676
2	300_64	78	0.6280654	5.40393e-06	0.000317796	0.00042150654	0.024788088
3	300_64	76	0.6447427	5.40393e-06	0.000317796	0.0004106986799999	0.024152496
4	300_64	40	0.90005547	5.40393e-06	0.000317796	0.0002161571999999	0.01271184
5	300_64	113	0.7275663	5.40393e-06	0.000317796	0.00061064409	0.035910948
6	300_64	102	0.6681949	5.40393e-06	0.000317796	0.00055120086	0.032415192
7	300_64	103	0.5010984	5.40393e-06	0.000317796	0.0005566047899999	0.032732988
8	300_64	112	0.3490551	5.40393e-06	0.000317796	0.00060524016	0.035593152
9	300_64	122	0.51761246	5.40393e-06	0.000317796	0.0006592794599999	0.038771112
10	300_64	89	0.28311613	5.40393e-06	0.000317796	0.0004809497699999	0.028283844
11	300_64	39	0.7468617	5.40393e-06	0.000317796	0.00021075327	0.012394044
12	300_64	129	0.64815617	5.40393e-06	0.000317796	0.00069710697	0.040995684
13	300_64	42	0.50141615	5.40393e-06	0.000317796	0.0002269650599999	0.013347432
14	300_64	93	0.30592853	5.40393e-06	0.000317796	0.00050256549	0.029555028
15	300_64	151	0.4841287	5.40393e-06	0.000317796	0.0008159934299999	0.047987196
16	300_64	165	0.45463973	5.40393e-06	0.000317796	0.0008916484499999	0.05243634
17	300_64	73	0.27990493	5.40393e-06	0.000317796	0.0003944868899999	0.023199108
18	300_64	93	0.26535413	5.40393e-06	0.000317796	0.00050256549	0.029555028
19	300_64	114	0.29319635	5.40393e-06	0.000317796	0.0006160480199999	0.036228744
20	300_64	79	0.6544633	5.40393e-06	0.000317796	0.00042691047	0.025105884
21	300_64	62	0.6030966	5.40393e-06	0.000317796	0.00033504366	0.019703352
22	300_64	140	0.6196822	5.40393e-06	0.000317796	0.0007565502	0.04449144
23	300_64	355	0.30342212	5.40393e-06	0.000317796	0.0019183951499999	0.11281758
24	300_64	89	0.39938545	5.40393e-06	0.000317796	0.0004809497699999	0.028283844
25	300_64	125	0.51208705	5.40393e-06	0.000317796	0.0006754912499999	0.0397245
26	300_64	160	0.62964123	5.40393e-06	0.000317796	0.0008646287999999	0.05084736
27	300_64	168	0.6999726	5.40393e-06	0.000317796	0.0009078602399999	0.053389728
28	300_64	160	0.45134157	5.40393e-06	0.000317796	0.0008646287999999	0.05084736
29	300_64	150	0.37352735	5.40393e-06	0.000317796	0.0008105895	0.0476694
30	300_64	67	0.78934544	5.40393e-06	0.000317796	0.00036206331	0.021292332
31	300_64	187	0.54245675	5.40393e-06	0.000317796	0.0010105349099999	0.059427852
32	300_64	180	0.34175932	5.40393e-06	0.000317796	0.0009727073999999	0.05720328
33	300_64	180	0.18874103	5.40393e-06	0.000317796	0.0009727073999999	0.05720328
34	300_64	128	0.60544974	5.40393e-06	0.000317796	0.00069170304	0.040677888
35	300_64	51	0.5301025	5.40393e-06	0.000317796	0.00027560043	0.016207596
36	300_64	99	0.80676126	5.40393e-06	0.000317796	0.00053498907	0.031461804
37	300_64	128	0.74709076	5.40393e-06	0.000317796	0.00069170304	0.040677888
38	300_64	78	0.62322307	5.40393e-06	0.000317796	0.00042150654	0.024788088
39	300_64	51	0.7147978	5.40393e-06	0.000317796	0.00027560043	0.016207596
40	300_64	67	0.573867	5.40393e-06	0.000317796	0.00036206331	0.021292332
41	300_64	29	0.2043824	5.40393e-06	0.000317796	0.0001567139699999	0.009216084
42	300_64	59	0.20574799	5.40393e-06	0.000317796	0.00031883187	0.018749964
43	300_64	284	0.40057	5.40393e-06	0.000317796	0.00153471612	0.090254064
44	300_64	52	0.4788138	5.40393e-06	0.000317796	0.00028100436	0.016525392
45	300_64	114	0.5610669	5.40393e-06	0.000317796	0.0006160480199999	0.036228744
46	300_64	132	0.706327	5.40393e-06	0.000317796	0.0007133187599999	0.041949072
47	300_64	86	0.5707681	5.40393e-06	0.000317796	0.00046473798	0.027330456
48	300_64	77	0.4780803	5.40393e-06	0.000317796	0.0004161026099999	0.024470292
49	300_64	130	0.6837799	5.40393e-06	0.000317796	0.0007025108999999	0.04131348
50	300_64	85	0.60390943	5.40393e-06	0.000317796	0.0004593340499999	0.02701266
51	300_64	83	0.74574304	5.40393e-06	0.000317796	0.00044852619	0.026377068
52	300_64	66	0.7910458	5.40393e-06	0.000317796	0.0003566593799999	0.020974536
53	300_64	125	0.298914	5.40393e-06	0.000317796	0.0006754912499999	0.0397245
54	300_64	80	0.54783744	5.40393e-06	0.000317796	0.0004323143999999	0.02542368
55	300_64	169	0.73810863	5.40393e-06	0.000317796	0.00091326417	0.053707524
56	300_64	78	0.6943183	5.40393e-06	0.000317796	0.00042150654	0.024788088
57	300_64	54	0.3562072	5.40393e-06	0.000317796	0.00029181222	0.017160984
58	300_64	49	0.6009472	5.40393e-06	0.000317796	0.0002647925699999	0.015572004
59	300_64	89	0.29207823	5.40393e-06	0.000317796	0.0004809497699999	0.028283844
60	300_64	79	0.14717624	5.40393e-06	0.000317796	0.00042691047	0.025105884
61	300_64	64	0.82312036	5.40393e-06	0.000317796	0.00034585152	0.020338944
62	300_64	110	0.7574495	5.40393e-06	0.000317796	0.0005944323	0.03495756
63	300_64	67	0.5926974	5.40393e-06	0.000317796	0.00036206331	0.021292332
64	300_64	61	0.5016957	5.40393e-06	0.000317796	0.0003296397299999	0.019385556
65	300_64	113	0.6622458	5.40393e-06	0.000317796	0.00061064409	0.035910948
66	300_64	117	0.5749994	5.40393e-06	0.000317796	0.0006322598099999	0.037182132
67	300_64	143	0.43524665	5.40393e-06	0.000317796	0.0007727619899999	0.045444828
68	300_64	76	0.5322126	5.40393e-06	0.000317796	0.0004106986799999	0.024152496
69	300_64	95	0.28946152	5.40393e-06	0.000317796	0.0005133733499999	0.03019062
70	300_64	34	0.25832975	5.40393e-06	0.000317796	0.00018373362	0.010805064
71	300_64	175	0.6329015	5.40393e-06	0.000317796	0.0009456877499999	0.0556143
72	300_64	92	0.31077054	5.40393e-06	0.000317796	0.00049716156	0.029237232
73	300_64	85	0.5681384	5.40393e-06	0.000317796	0.0004593340499999	0.02701266
74	300_64	53	0.8158471	5.40393e-06	0.000317796	0.0002864082899999	0.016843188
75	300_64	128	0.41752908	5.40393e-06	0.000317796	0.00069170304	0.040677888
76	300_64	129	0.5488137	5.40393e-06	0.000317796	0.00069710697	0.040995684
77	300_64	109	0.45302787	5.40393e-06	0.000317796	0.0005890283699999	0.034639764
78	300_64	103	0.21637695	5.40393e-06	0.000317796	0.0005566047899999	0.032732988
79	300_64	129	0.40920943	5.40393e-06	0.000317796	0.00069710697	0.040995684
80	300_64	71	0.7861528	5.40393e-06	0.000317796	0.00038367903	0.022563516
81	300_64	83	0.22199295	5.40393e-06	0.000317796	0.00044852619	0.026377068
82	300_64	175	0.46324167	5.40393e-06	0.000317796	0.0009456877499999	0.0556143
83	300_64	82	0.055040233	5.40393e-06	0.000317796	0.0004431222599999	0.026059272
84	300_64	120	0.28992152	5.40393e-06	0.000317796	0.0006484716	0.03813552
85	300_64	53	0.90135264	5.40393e-06	0.000317796	0.0002864082899999	0.016843188
86	300_64	97	0.8252882	5.40393e-06	0.000317796	0.00052418121	0.030826212
87	300_64	103	0.5204475	5.40393e-06	0.000317796	0.0005566047899999	0.032732988
88	300_64	44	0.0	5.40393e-06	0.000317796	0.0002377729199999	0.013983024
89	300_64	82	0.7621119	5.40393e-06	0.000317796	0.0004431222599999	0.026059272
90	300_64	136	0.47650865	5.40393e-06	0.000317796	0.00073493448	0.043220256
91	300_64	61	0.5629121	5.40393e-06	0.000317796	0.0003296397299999	0.019385556
92	300_64	99	0.53248584	5.40393e-06	0.000317796	0.00053498907	0.031461804
93	300_64	167	0.11584705	5.40393e-06	0.000317796	0.0009024563099999	0.053071932
94	300_64	113	0.5654822	5.40393e-06	0.000317796	0.00061064409	0.035910948
95	300_64	164	0.2987133	5.40393e-06	0.000317796	0.0008862445199999	0.052118544
96	300_64	36	0.81713253	5.40393e-06	0.000317796	0.0001945414799999	0.011440656
97	300_64	145	0.48583815	5.40393e-06	0.000317796	0.00078356985	0.04608042
98	300_64	175	0.009469203	5.40393e-06	0.000317796	0.0009456877499999	0.0556143
99	300_64	89	0.5214125	5.40393e-06	0.000317796	0.0004809497699999	0.028283844
100	300_64	134	0.16654484	5.40393e-06	0.000317796	0.00072412662	0.042584664
101	300_64	42	0.9551034	5.40393e-06	0.000317796	0.0002269650599999	0.013347432
102	300_64	155	0.4758289	5.40393e-06	0.000317796	0.00083760915	0.04925838
103	300_64	60	0.57753575	5.40393e-06	0.000317796	0.0003242358	0.01906776
104	300_64	142	0.31866744	5.40393e-06	0.000317796	0.00076735806	0.045127032
105	300_64	187	0.64401704	5.40393e-06	0.000317796	0.0010105349099999	0.059427852
106	300_64	71	0.44329497	5.40393e-06	0.000317796	0.00038367903	0.022563516
107	300_64	103	0.16487056	5.40393e-06	0.000317796	0.0005566047899999	0.032732988
108	300_64	175	0.4521982	5.40393e-06	0.000317796	0.0009456877499999	0.0556143
109	300_64	113	0.71573985	5.40393e-06	0.000317796	0.00061064409	0.035910948
110	300_64	172	0.5235784	5.40393e-06	0.000317796	0.00092947596	0.054660912
111	300_64	169	0.31102726	5.40393e-06	0.000317796	0.00091326417	0.053707524
112	300_64	147	0.43196085	5.40393e-06	0.000317796	0.00079437771	0.046716012
113	300_64	121	0.7944951	5.40393e-06	0.000317796	0.00065387553	0.038453316
114	300_64	198	0.765102	5.40393e-06	0.000317796	0.00106997814	0.062923608
115	300_64	75	0.3307594	5.40393e-06	0.000317796	0.00040529475	0.0238347
116	300_64	114	0.71556777	5.40393e-06	0.000317796	0.0006160480199999	0.036228744
117	300_64	110	0.23259778	5.40393e-06	0.000317796	0.0005944323	0.03495756
118	300_64	84	0.6839574	5.40393e-06	0.000317796	0.0004539301199999	0.026694864
119	300_64	118	0.55575246	5.40393e-06	0.000317796	0.00063766374	0.037499928
120	300_64	112	0.52456915	5.40393e-06	0.000317796	0.00060524016	0.035593152
